"","BW11.C","BW11.D","BW14.A","BW14.B","BW16.A","BW16.B","1174.C","1174.D","BW09.A","BW09.B","BW09.C","BW09.D","BW19.C","BW19.D","BW23.A","BW23.B","1179.A","1179.B","1179.C","1179.D","wilcox.pval.2v4","wilcox.pval.3v4","mean.diff.2v4","mean.diff.3v4","median.diff.2v4","median.diff.3v4","mean.p53.2v4","mean.p53.3v4","mean.wt","median.p53.2v4","median.p53.3v4","median.wt","sd.p53.2v4","sd.p53.3v4","sd.wt","partner_a","partner_b","complex1_gene1","complex1_gene2","complex1_gene3","complex_2_gene1","complex_2_gene2","complex_2_gene3","int_name"
"COMPLEX_8-COMPLEX_9",0.0541694635942015,-0.0138228861328103,0.0672399680099191,0.0669804206824367,0.041821460516869,0.0317237490837248,0.113873057363612,0.0775161020965396,0.0117375222186354,0.0469758800387307,0.0125641785798834,0.0375468584847228,0.0210468935533137,0.023739615359144,0.00745942431500157,0.0095244190078389,0.0467815904487259,0.0179077570278883,0.0253359340477601,0.041002467974048,0.635364635364635,0.492257742257742,0.00744334643669452,0.0051536341906479,0.0381816876820903,0.0256022075993064,0.0436417415384368,0.0413520292923901,0.0361983951017422,0.0605749421383191,0.0479954620555352,0.0223932544562288,0.0387925534171377,0.0304252588353635,0.0348610061228194,"ACVR_1C2B receptor","Activin ligand ab","ACVR1C","ACVR2B","","INHBA","INHBB","","ACVR_1C2B receptor-Activin ligand ab"
"COMPLEX_52-COMPLEX_53",-0.016042976801907,0.0297422163924063,0.0559039188185572,0.0345793978963246,0.028573445949261,0.0692605055805677,-0.0197624221743449,0.0365133255551075,0.0418863133084077,0.0512300337274253,0.0431560488767504,0.0282689618434146,-0.00302097341771934,-0.0118812068157983,0.0495349644276463,-0.00572930652509552,0.0294156974494526,0.0280149627445112,0.0504492860199789,0.0685486623396626,0.945054945054945,0.562187812187812,0.00502606519576591,0.0126498440919556,-0.00023033655489562,-0.00023033655489562,0.0260456390763453,0.033669417972535,0.0210195738805794,0.0321608071443654,0.0321608071443654,0.0323911436992611,0.0302735207685002,0.0292391540430945,0.0278546560612526,"IL35","IL35 receptor","EBI3","IL12A","","IL6ST","IL12RB2","","IL35-IL35 receptor"
"COMPLEX_92-COMPLEX_112",-0.017979065230744,-0.0187771499313899,0.0110489048405285,-0.0142899905408374,-0.00304614645637801,-0.0111222840784392,-0.0290400251811645,-0.0140120828956176,-0.00764029388060154,-0.0120596498075213,-0.0216450688681416,-0.013904468123736,0.0525124601167411,0.01946273190033,-0.00970409270068797,-0.0274172244797533,0.0516607798698244,0.0242883128266627,0.000548880777954212,-0.00420073933665745,0.733266733266733,0.957792207792208,-0.00365455382359544,-0.00268285050752808,-0.00315246892016204,0.000275921655990333,-0.0099993252156107,-0.00902762189954334,-0.00634477139201526,-0.0161345278857907,-0.0127061373096383,-0.0129820589656287,0.0141676186528686,0.0113675568381076,0.0246868898798369,"a2Bb3 complex","fibrinogen","ITGA2B","ITGB3","","FGA","FGG","FGB","a2Bb3 complex-fibrinogen"
"COMPLEX_111-COMPLEX_112",0.0122677607993467,0.0335249012935434,-0.0124846580041302,-0.00581820944330311,-0.0113803253634868,-0.0115721026860504,-0.0288090587082662,0.015147785329569,-0.0955436892585519,-0.0912623075361996,-0.0802434024905278,-0.0800307087788682,0.019633311524054,-0.00117219224451582,-0.010388881802194,0.0167416589964849,-0.130477913108224,-0.0728294811462629,-0.0737140980381294,-0.0929108904592459,0.303696303696304,0.427822177822178,0.0404651971582658,0.0343489762628882,0.0228237459332519,0.0109997028518351,0.0068724486613642,0.000756227765986585,-0.0335927484969016,0.0032247756780218,-0.00859926740339497,-0.0195989702552301,0.0206172501073389,0.0185694872935634,0.0481329940434381,"aXb2 complex","fibrinogen","ITGAX","ITGB2","","FGA","FGG","FGB","aXb2 complex-fibrinogen"
"COMPLEX_65-ULBP1",0.075237885684676,-0.0730879498847798,0.0506844274559054,0.0391678222858443,-0.010675686405923,0.0135002251218467,0.00685907344481543,0.0287265450133016,-0.00766124679138635,-0.0122963465767861,0.0124674902720379,-0.00698925615056893,-0.023581452100531,-0.0103408159005338,-0.0162476350000326,-0.0194084140852066,0.0160016598496216,0.0244798320889652,-0.0186519255556167,-0.00638417502688245,0.187812187812188,0.180569430569431,0.0278477521729005,0.0206516598304173,0.0539271562168349,0.0353350550498056,0.0230005463854115,0.0158044540429283,-0.00484720578748904,0.0449261248708748,0.0263340237038455,-0.00900103134596007,0.0658015116688034,0.0527316965454684,0.0161767309953802,"NKG2D II receptor","ULBP1","KLRK1","HCST","","","","","NKG2D II receptor-ULBP1"
"COMPLEX_19-HLA-E",0.0602100210181863,0.097827342167661,-0.0470468875326446,-0.0511568326957539,0.0304186948991948,0.0591589948073168,0.391026264389725,0.519177704481548,0.0289872242365664,0.0281036584781141,0.0573867561132425,0.016473369241748,0.42708575236944,0.215222878888779,0.0438472194994161,-9.48143257284659e-05,-0.0345715482765236,-0.0502317568537037,-0.0792813148138358,0.0193632333213783,0.303696303696304,0.427822177822178,-0.157763190597923,-0.147819712559958,-0.0440354210635585,-0.00582814295307351,0.0149584107393622,0.0249018887773267,0.172721601337285,0.00658156674277082,0.0447888448532558,0.0506169878063293,0.0755664177113526,0.0612051075360252,0.199988864737252,"CD94:NKG2E","HLA","KLRD1","KLRC3","","","","","CD94:NKG2E-HLA"
"COMPLEX_7-INHBB",0.0796799127748354,0.0523234905058993,0.0376541877671705,0.0436114767855582,0.0223102855761712,0.0160033708770241,0.0871509882226506,0.0985546910580465,0.00819983569199494,-0.00501835366828968,0.0252023496512695,0.0306368961539384,0.0215421103765385,0.0552232805534607,0.0507429067413105,0.0974244290064635,0.0104834099222296,0.0113330757418462,0.0329207460619877,0.0104136166935265,0.733266733266733,0.874875124875125,0.0063513535796275,-0.0050354593309619,0.00727758219810429,-5.70691712601101e-05,0.0533172669583658,0.0419304540477764,0.0469659133787384,0.0479674836457288,0.0406328322763644,0.0406899014476245,0.0185787611599045,0.0228530688720385,0.037262709810661,"ACVR_1C2A receptor","INHBB","ACVR1C","ACVR2A","","","","","ACVR_1C2A receptor-INHBB"
"COMPLEX_26-IL1B",0.146250760279601,0.124308295822575,0.0817484878628522,0.0908897728695637,0.164486201080397,0.159066337633947,0.110279949355354,0.125896840345348,0.0649791111551852,0.107346629613244,0.0870943799253308,0.0524250082359227,0.264661534731019,0.28923304921975,0.148388230722689,0.103595245307565,-0.0199385901948543,-0.0516033889048711,-0.0606463920413024,0.0091600305610185,0.839160839160839,0.712787212787213,-0.0245906686524928,-0.0075983552696515,-0.00121425513822977,0.0264662385667889,0.110799329208648,0.127791642591489,0.135389997861141,0.107599034346069,0.135279528051088,0.108813289484299,0.0298866634720378,0.0350975497423106,0.0797489737334155,"IL1 receptor inhibitor","IL1B","IL1R2","IL1RAP","","","","","IL1 receptor inhibitor-IL1B"
"COMPLEX_11-BMP4",0.119279731054149,0.120151958124871,0.23413839872669,0.286510913298017,0.135445858930172,0.104965424796163,0.0906925724497864,0.103111468129096,0.0831894878731676,0.12696261140534,0.138723095651731,0.0936505920774852,0.0142365559393966,0.0770328533273056,0.219327220792824,0.226350802559934,0.0207413733126625,0.0225504765275589,0.0323813547481623,0.0479183178292304,0.105894105894106,0.117882117882118,0.0726925242803253,0.0494209881344038,0.07876414832249,0.0294178784242311,0.190020250300932,0.16674871415501,0.117327726020607,0.17714517842578,0.127798908527522,0.0983810301032904,0.0839497039523034,0.0749746084332932,0.0647469831933421,"BMPR1B_BMPR2","BMP4","BMPR1B","BMPR2","","","","","BMPR1B_BMPR2-BMP4"
"COMPLEX_70-SEMA6D",0.0358777500738194,0.0905367481276905,0.162645950949287,0.177224375382072,-0.0227004972303185,0.0173689903737302,-0.0320265811247841,0.031145545258311,0.0178875474146796,0.0596652499521041,0.00859305825086494,0.0261981020266579,0.112974456177612,0.123092926472098,0.0223051624533022,0.0538342826479988,0.00872348488998116,0.0506397569353888,0.0307099190210797,0.0402861573002587,0.053946053946054,0.492257742257742,0.0742042311803328,0.0344585779931624,0.0979195258960043,0.0345354254582705,0.116571206133217,0.0768255529460468,0.0423669749528844,0.126591349538489,0.063207249100755,0.0286718236424845,0.0658050552876897,0.0809324424319088,0.0471368873978794,"PlexinA1_complex2","SEMA6D","PLXNA1","TREM2","TYROBP","","","","PlexinA1_complex2-SEMA6D"
"COMPLEX_12-BMP4",0.292873961116194,0.265583702093474,0.278101685147642,0.324883382079345,0.106402109516329,0.152886783908382,0.370873916188897,0.367307791815203,0.107126967114971,0.180438708712918,0.142784255676637,0.129136385966264,0.195585586810082,0.144618185416701,0.174873632697001,0.103814259732016,0.0679029371739528,0.0991076336619701,0.0389156728754803,0.053189670313982,0.105894105894106,0.427822177822178,0.0987047135960948,0.0451326349638253,0.125741914075067,0.112096784563707,0.290360682609164,0.236788603976894,0.191655969013069,0.285487823131918,0.271842693620558,0.159745909056851,0.0255754773810045,0.086582144711541,0.0981872162115012,"BMR1A_ACR2A","BMP4","BMPR1A","ACVR2A","","","","","BMR1A_ACR2A-BMP4"
"COMPLEX_24-VWF",0.16525038530595,0.2465736540929,-0.0302777688192791,0.0645026319466335,-0.0331500222460735,0.0205428079688073,0.702816355733569,0.124857901522928,0.0217521856091342,0.0480302320191313,0.230314213097755,0.121793309215388,0.186736013302528,0.0729693397509403,0.0322076038987884,0.70274344002704,0.183871000542784,0.0534426648469843,0.147794503051422,0.0352274400611139,0.733266733266733,0.180569430569431,-0.112909833786169,-0.152181778042897,-0.00844909674286623,-0.0808028854114376,0.111512225631551,0.072240281374823,0.22442205941772,0.114876508626292,0.0425227199577204,0.123325605369158,0.120337973624287,0.1125989084891,0.260688524461926,"Glycoprotein Ib  complex","VWF","GP1BA","GP1BB","","","","","Glycoprotein Ib  complex-VWF"
"COMPLEX_14-BMP5",0.0808204995142736,0.0974367982615909,0.0628366446641008,0.0717792534284143,0.196222488647809,0.216763374606074,0.0119632214442057,0.00600571043811797,0.0476709856288167,0.0961425994796772,0.0607855194651827,0.0460787224144016,0.0450620977392842,0.080557386580926,0.0488135480223435,0.113091391117027,0.163104128298219,0.174990131134567,0.149026173609136,0.146850566285072,0.141858141858142,0.0224775224775225,0.0226011807340966,0.0653593916207122,0.0280576096457639,0.0408863820623522,0.0782182989670949,0.12097650985371,0.0556171182329983,0.076299876471344,0.0891286488879323,0.0482422668255801,0.0147668407743645,0.0675341660732299,0.033785449797233,"BMR1B_AVR2A","BMP5","BMPR1B","ACVR2A","","","","","BMR1B_AVR2A-BMP5"
"COMPLEX_23-CSF2",0.143546731671482,0.0726236550263564,0.0591106477429437,0.124881048260927,0.0566580996700978,0.0439712442665417,-0.033479005180033,-0.0133549495913346,0.109498091025276,0.163201763131053,0.125691056915714,0.133832291951062,0.110894712779446,0.0660058492159802,0.0321050012511792,0.0555065047077808,0.030150333856084,0.0313130128503357,0.0521494757208804,-0.0259170393272066,0.53946053946054,0.874875124875125,0.0250503890548152,0.00847510615244593,0.0110003815230139,-0.021884818735978,0.100040520675427,0.0834652377730582,0.0749901316206123,0.0987523516436419,0.06586715138465,0.0877519701206281,0.0405659184794647,0.0407777866387718,0.0651187669397345,"GMCSFR","CSF2","CSF2RB","CSF2RA","","","","","GMCSFR-CSF2"
"COMPLEX_12-BMP6",0.0840082957324752,0.119999123852119,0.0545459678081955,0.027591200126663,0.00489229074553507,0.0151792701834051,0.184082918211854,0.0710780778883409,0.0570359888307267,0.0759374573970414,0.0453434434134734,0.0315299112783816,0.146648986786672,0.110420658644891,0.0169923321287324,0.0547731943445392,0.0290516191473419,-0.00128124380714795,-0.0128277209502785,-0.0247436458091556,0.945054945054945,0.263486513486514,-0.00784815001260215,-0.0283482721510665,0.00522009841080154,-0.0229884493921046,0.0715361468798631,0.0510360247413988,0.0793842968924653,0.0692771317703354,0.0410685839674292,0.0640570333595338,0.0396822343290799,0.0443170626944636,0.0526805909622943,"BMR1A_ACR2A","BMP6","BMPR1A","ACVR2A","","","","","BMR1A_ACR2A-BMP6"
