"","BW11.C","BW11.D","BW14.A","BW14.B","BW16.A","BW16.B","1174.C","1174.D","BW09.A","BW09.B","BW09.C","BW09.D","BW19.C","BW19.D","BW23.A","BW23.B","1179.A","1179.B","1179.C","1179.D","wilcox.pval.2v4","wilcox.pval.3v4","mean.diff.2v4","mean.diff.3v4","median.diff.2v4","median.diff.3v4","mean.p53.2v4","mean.p53.3v4","mean.wt","median.p53.2v4","median.p53.3v4","median.wt","sd.p53.2v4","sd.p53.3v4","sd.wt","partner_a","partner_b","complex1_gene1","complex1_gene2","complex1_gene3","complex_2_gene1","complex_2_gene2","complex_2_gene3","int_name"
"FCER2-COMPLEX_106",0.115031388436129,0.0430691203823289,0.140154848745386,0.177335956770871,0.138666445672402,0.111634725219182,0.00852186662459982,0.0975218852111966,0.194014168548017,0.190902428906882,0.156578374593705,0.169040449771024,0.106460072790425,0.0761249999326594,0.104574386222611,0.0901039823078134,0.0544529265685655,0.0639279618607155,0.0805948435997279,0.0404743543180095,0.945054945054945,0.792457542457542,-0.00048643290721484,0.00159781938015627,0.0220758890842392,0.0213316875477472,0.118897828583678,0.12098208087105,0.119384261490893,0.127593118590757,0.126848917054265,0.105517229506518,0.056662209861241,0.0448314718151822,0.0581350057028447,"FCER2","aMb2 complex","","","","ITGB2","ITGAM","","FCER2-aMb2 complex"
"COL6A3-COMPLEX_89",0.207732737584934,0.218351506964465,0.306562757807299,0.326168190346909,0.0516518282942495,0.0631987102275403,-0.0276637393017715,0.0580412623478344,0.160400325638178,0.210889751296387,0.165291700818091,0.174881719245318,0.0921582757828838,0.113890732453597,0.27060836516427,0.275990655816429,0.143750580957603,0.138882275658494,0.122684349420705,0.115284574148914,0.035964035964036,0.427822177822178,0.11525489324978,0.0461620502781113,0.0996111191577475,0.0501961090465653,0.264703798175902,0.195610955204233,0.149448904926122,0.262457132385882,0.2130421222747,0.162846013228134,0.0603442365427547,0.116856148568971,0.0941370210869302,"COL6A3","a10b1 complex","","","","ITGB1","ITGA10","","COL6A3-a10b1 complex"
"THBS1-COMPLEX_108",0.191423184970717,0.175864390019145,0.457438936597454,0.481329717630522,0.0801043609863177,0.113996696363941,0.0675807332059324,0.142079915125943,0.124068601063827,0.213864228105675,0.163431758359533,0.109245696056387,0.110448377318792,0.134783191908693,0.145519617413688,0.0846562140459994,0.0383403439806373,0.0315294051859349,0.0271646417943212,0.0295276654697474,0.00799200799200799,0.180569430569431,0.196946224044012,0.120458381167569,0.195005164297825,0.0542178910086708,0.32651405730446,0.250026214428016,0.129567833260447,0.324431060784085,0.183643787494931,0.12942589648626,0.165382464549246,0.174833123426037,0.0413106089515879,"THBS1","aVb3 complex","","","","ITGAV","ITGB3","","THBS1-aVb3 complex"
"IFNL1-COMPLEX_88",0.000980307160401635,-0.0487313727660587,0.0448140444361369,0.0248869048018146,-0.0120868813124796,0.0105407134188245,0.0579131255063364,0.0237067389162917,0.0132230073978241,0.0623542711248189,0.0329829957382252,-0.0163319002740933,0.0129711981382421,-0.00137777023860105,0.163148023753521,-0.0415899034628598,0.00669248619549131,0.00515295812717857,-0.023555344017716,-0.0194556466382406,0.635364635364635,0.367632367632368,-0.025212507751897,-0.0272993593701973,-0.00553126717594974,-0.0127043628674448,0.0054874709080736,0.00340061928977323,0.0306999786599706,0.0129336059811081,0.00576051028961308,0.0184648731570579,0.0403439997821408,0.0322216646778152,0.0561997554977026,"IFNL1","Type III IFNR","","","","IL10RB","IFNLR1","","IFNL1-Type III IFNR"
"SPP1-COMPLEX_95",0.349995258778578,0.309111295592125,0.448843326816482,0.512007167657795,0.234647869537417,0.207675070176754,0.224424519476753,0.197318953031344,0.120339509702783,0.123110451741847,0.129689729325294,0.132589737703684,0.162724863437709,0.145780329617818,0.158981124621073,0.0657247797303858,0.0725759311711274,0.0567912522538171,0.0675391081440049,0.0366035393338385,0.001998001998002,0.0004995004995005,0.258920862372376,0.197644931587656,0.260234259136779,0.190368243524601,0.404989262211245,0.343713331426525,0.146068399838869,0.39941929279753,0.329553277185351,0.139185033660751,0.0923632971209095,0.119175146939466,0.043849028310477,"SPP1","a4b1 complex","","","","ITGB1","ITGA4","","SPP1-a4b1 complex"
"COL6A6-COMPLEX_90",0.12445335009284,0.13958543000628,0.183612318514544,0.157687688941894,0.101130722554368,0.137413013882472,0.00685435738950129,0.0405107264499141,0.0222716635452396,0.0613103415742844,0.0177533300592746,0.0279275305879601,0.0200455453014168,0.0035403640556761,0.043302068225462,0.0283285577923457,0.00462078534191812,0.0470600946092641,0.0254960729424701,0.019695968930624,0.001998001998002,0.00024975024975025,0.124150248390782,0.113462638833959,0.123536962407487,0.113399624877776,0.15133469688889,0.140647087332067,0.0271844484981075,0.148636559474087,0.138499221944376,0.0250995970665999,0.025448362381384,0.028184250042038,0.0174489917203058,"COL6A6","a11b1 complex","","","","ITGB1","ITGA11","","COL6A6-a11b1 complex"
"COL5A3-COMPLEX_90",0.201120762707438,0.273334391062223,0.249957083955281,0.264138814699265,0.135293414168439,0.104239050442003,0.0952356441416444,0.180454394997215,0.131815167763171,0.223240468156257,0.168388906417806,0.136885249768103,0.104069168689551,0.0346045755290022,0.14182079157926,0.0873287123004442,0.127046320012065,0.123746823721528,0.125705342137753,0.13486540915656,0.003996003996004,0.055944055944056,0.116753455171806,0.0742962782381961,0.122697740561636,0.0911887145657224,0.247137763106052,0.204680586172442,0.130384307934245,0.257047949327273,0.225538923331359,0.134350208765637,0.0321497121152794,0.0710131553989476,0.0534417532908287,"COL5A3","a11b1 complex","","","","ITGB1","ITGA11","","COL5A3-a11b1 complex"
"COL1A1-COMPLEX_89",0.186965906991631,0.185006143205495,0.344368548861673,0.347941381128182,0.0399141611017305,0.0560183205404544,0.286054517991189,0.320002640055939,0.212970212182829,0.301101177036632,0.205357900016456,0.223772453502499,0.194048345759267,0.19273933619218,0.336316683688453,0.289207432162628,0.142856637356345,0.148537025562053,0.16151291928803,0.0939611635878856,1,0.313186813186813,0.00991342518793792,-0.0627879928872796,0.0107537421798078,-0.0689274606482815,0.266070495046745,0.193369076971528,0.256157069858807,0.265667227926652,0.185986025098563,0.254913485746844,0.0924885438126914,0.133579952438351,0.0556593841625567,"COL1A1","a10b1 complex","","","","ITGB1","ITGA10","","COL1A1-a10b1 complex"
"COL4A3-COMPLEX_91",-0.0750870358107348,-0.145472675015702,0.248700442357752,0.255369094216063,-0.0552584888751176,-0.0398553367932037,-0.0149643067398629,-0.0267995755529133,0.0500577654396633,0.0659645861488873,0.027524608320132,0.00973143731328753,-0.00128067235004594,0.0162319541241326,0.040270960072042,0.00860970689117646,0.0253337261130671,-0.00715433332342537,-0.0368652673345932,0.0101226123201781,1,0.313186813186813,0.0533428100701944,0.0138646869798594,0.0738250075547984,-0.0605386085528708,0.0708774564368443,0.0313993333465093,0.0175346463666499,0.0868067032735085,-0.0475569128341607,0.0129816957187101,0.211164383919979,0.174695212349263,0.028940388291536,"COL4A3","a1b1 complex","","","","ITGB1","ITGA1","","COL4A3-a1b1 complex"
"VTN-COMPLEX_92",0.0129368490741285,-0.0292393508767776,-0.0135733188933888,-0.0211974612820522,0.0334706624424978,0.0356636644072552,0.107852520574752,0.262295303111014,0.0211827686209377,0.0155134847405169,0.0133773591459479,0.0117368032220847,-0.0173656278074,0.00799331189872959,0.061169011047344,0.0320390845581787,-0.00514556456545572,-0.0052758408476839,-0.00444992867222622,-0.0167519033153084,0.023976023976024,0.21978021978022,-0.0643477224057332,-0.0485692277659335,-0.0357335167684478,-0.0186663615903575,-0.0127683204945225,0.00301017414527714,0.0515794019112106,-0.0173853900877205,-0.000318234909630166,0.0183481266807273,0.0182916102921936,0.028261933292793,0.0816267510019247,"VTN","a2Bb3 complex","","","","ITGA2B","ITGB3","","VTN-a2Bb3 complex"
"COL6A2-COMPLEX_93",0.0692444184653536,0.0190878267165704,0.496662615193733,0.447436942919786,0.0527526435453982,0.0767418461915405,0.168312138820847,0.231521962376795,-0.0371647371885773,0.0600818764288185,-0.0243518166815026,-0.0260916809048625,0.445049391261974,0.466004712493157,0.204586698508261,0.158279464381468,0.21356602674653,0.227316913276906,0.177451181224973,0.127819569929491,0.453546453546454,0.792457542457542,0.0934851498742228,0.0290315812224257,0.0950448790914126,-0.0903026692727103,0.258107950823861,0.193654382172064,0.164622800949638,0.25834068069257,0.072993132328447,0.163295801601157,0.248699181558685,0.217114135785352,0.182369290892507,"COL6A2","a2b1 complex","","","","ITGB1","ITGA2","","COL6A2-a2b1 complex"
"COL9A2-COMPLEX_93",0.662418172630012,0.586357781898168,0.299919513268168,0.283137454280269,0.33725686991294,0.382141408730446,0.0823517390346373,0.0562196765623586,0.133959171108394,0.18502985699109,0.15120593797709,0.128702428498331,0.117290489745267,0.11586567826606,0.16184035288028,0.0910027079137892,-0.00489624657042513,0.0167612270091965,-0.00940579172936785,-0.0121296313891055,0.001998001998002,0.00024975024975025,0.335611426621425,0.302858396222271,0.320142188461369,0.236702680199894,0.457958230519154,0.425205200120001,0.12234680389773,0.443138647583168,0.359699139321693,0.122996459121799,0.194789504061359,0.159818206468334,0.0387576831820986,"COL9A2","a2b1 complex","","","","ITGB1","ITGA2","","COL9A2-a2b1 complex"
"COL28A1-COMPLEX_93",0.210324384075019,0.171826501695716,0.341411716676917,0.362998421560196,0.203784705453708,0.243742640925148,0.107058067018265,0.119991507422579,0.10851576814793,0.13943676539871,0.186231301743943,0.138301394143854,0.144658903737843,0.0772521938494526,0.514747002094072,0.464600547899772,0.0156335597861366,0.0126470444494724,0.0425225854131606,0.0364143409482237,0.141858141858142,0.0726773226773227,0.0715609108563203,0.0556020499188088,0.136998970604687,0.0881644327288018,0.271640256001962,0.255681395064451,0.200079345145642,0.275868050375968,0.227033512500084,0.138869079771282,0.0947572210753203,0.0784746252624315,0.155735477311119,"COL28A1","a2b1 complex","","","","ITGB1","ITGA2","","COL28A1-a2b1 complex"
"FN1-COMPLEX_109",0.635691096249268,0.639902929881156,0.771321222544533,0.791037026846934,0.446504078955026,0.441827668842936,0.377325755049151,0.431218910697521,0.460024813414174,0.61379558027631,0.478539080897439,0.471378906265354,0.410854492303745,0.476436837287048,0.483333278521394,0.483090602798289,0.470604009503824,0.486287687977543,0.414640137281387,0.431540297030961,0.001998001998002,0.0934065934065934,0.24088824312943,0.152447511468933,0.231704204436643,0.163889141289011,0.709488068880473,0.621047337219975,0.468599825751043,0.705612076212844,0.637797013065212,0.473907871776201,0.0831898555044305,0.151415816070872,0.0621942640956241,"FN1","aVb5 complex","","","","ITGB5","ITGAV","","FN1-aVb5 complex"
"COL11A1-COMPLEX_90",0.28416567461046,0.263936744724462,0.65920961365344,0.652468561211712,0.564041577039117,0.53878907474519,0.223748165808874,0.25326371630807,0.170419201362818,0.204801892930951,0.1619149377689,0.133747188553515,0.174733181144274,0.180225617525389,0.00719256343064319,0.00846092957104064,0.267765010207906,0.266492344810671,0.285851004379068,0.238981114084937,0.001998001998002,0.00024975024975025,0.313094409109571,0.341917801556949,0.29574092665754,0.378839134638607,0.464945148550019,0.493768540997397,0.151850739440447,0.468317117911086,0.551415325892153,0.172576191253546,0.22059715116366,0.176792312709986,0.082896747140267,"COL11A1","a11b1 complex","","","","ITGB1","ITGA11","","COL11A1-a11b1 complex"
"COL4A5-COMPLEX_89",0.234049210775831,0.242839014273744,0.176415068194354,0.202912207814997,0.0633827365841861,0.0863952745759238,0.199597869010766,0.163209513495513,0.123955497530285,0.193934209058504,0.164888766111797,0.145667113556639,0.103853278786536,0.115030577266773,0.19114218669074,0.181742873299748,0.0913831080350186,0.111074179565458,0.0896847005283401,0.122293465923539,0.023976023976024,0.562187812187812,0.0557516867840012,0.009363396889109,0.0544315694917586,0.0256144982010203,0.214053875264731,0.167665585369839,0.15830218848073,0.218480709295414,0.189663638004676,0.164049139803655,0.0303820902353735,0.0759690515224356,0.0347160330448238,"COL4A5","a10b1 complex","","","","ITGB1","ITGA10","","COL4A5-a10b1 complex"
"F11R-COMPLEX_105",0.0896678837193019,0.0206484310976482,0.166330746684204,0.233837567356159,-0.111648403685256,-0.126179106551688,0.16554360887793,0.218569486470852,0.0597132651581665,0.0701493733156234,0.0539765940394954,0.0672706131974476,0.15541324236976,0.161478993545465,0.293438912178552,0.245165402425065,0.0117078748523649,0.0513305700544208,0.061596783560552,0.0112801591146036,0.945054945054945,0.263486513486514,-0.0214507919435074,-0.103629096054441,-0.0304468027558596,-0.103287960549138,0.127621157214328,0.0454428531033949,0.149071949157836,0.127999315201753,0.055158157408475,0.158446117957613,0.0924913927565992,0.14615664737784,0.0851922494537443,"F11R","aLb2 complex","","","","ITGB2","ITGAL","","F11R-aLb2 complex"
"COL21A1-COMPLEX_89",0.339746458076559,0.270010985448875,0.157877374350596,0.17344072358876,0.0632128281499274,0.0412096472520728,-0.033499323189677,0.0172484541173775,0.205206125168993,0.269694926974578,0.234235646877662,0.224058120951705,0.13857109251827,0.137073380032039,0.289694064413578,0.336008007382401,0.151026695134129,0.146147723720466,0.155083771915673,0.0774303358008488,0.453546453546454,1,0.0534398358415045,-0.00757938004689457,0.00709373145846795,-0.0489730740906716,0.235268885366197,0.174249669477798,0.181829049524693,0.221725854518817,0.165659048969678,0.214632123060349,0.0855077857734967,0.115634727275236,0.118100738432652,"COL21A1","a10b1 complex","","","","ITGB1","ITGA10","","COL21A1-a10b1 complex"
"COL6A5-COMPLEX_91",0.252029191411393,0.252988548293225,0.177232930932681,0.175803737968999,0.00642603930136066,0.0446405058670134,0.097476066522503,0.118280073697534,0.101268032645025,0.127973223941727,0.153483304812067,0.169079195992315,0.170597478437354,0.135894165203017,0.17224066601087,0.195337367177985,0.123934245118535,0.104398868585486,0.092102426149256,0.0666339581336086,0.00799200799200799,0.427822177822178,0.0703506447075349,0.00735720151840569,0.0699423261644949,0.0318295994432981,0.214513602151575,0.151520158962445,0.14416295744404,0.214631061172037,0.17651833445084,0.144688735007542,0.0438787835963235,0.104042589640005,0.0330549947025183,"COL6A5","a1b1 complex","","","","ITGB1","ITGA1","","COL6A5-a1b1 complex"
"COL7A1-COMPLEX_93",0.0771567758226647,0.0227408835671614,0.241258901545399,0.170039713669204,0.409713592182178,0.384503835793731,0.186474885903889,0.0965339175734773,0.347275846900317,0.439333093238377,0.383362597513761,0.338698638964222,0.146044191888325,0.121750628115552,0.279862755654237,0.215061416556311,0.0652893995593688,0.0559257449855353,0.0519965433722458,0.0568510495100579,0.105894105894106,0.712787212787213,-0.127640728579739,-0.0378708468007905,-0.123863841359339,-0.0418127784979723,0.127799068651107,0.217568950430056,0.255439797230847,0.123598244745934,0.205649307607301,0.247462086105274,0.0970554306363118,0.158291260562205,0.11908036801042,"COL7A1","a2b1 complex","","","","ITGB1","ITGA2","","COL7A1-a2b1 complex"
"COL17A1-COMPLEX_91",-0.0915230830987685,-0.102964698278668,0.238002722417342,0.260628422136219,-0.0672013219821364,-0.0495766565057755,0.0565138040741083,0.0414767550947336,0.00069517453682709,-0.00231823523793092,-0.0111552476726466,0.0189736656104013,0.0205052488666631,0.0396342231547665,0.1281186871803,0.00979886736842736,0.0319224920346892,0.0788937839292261,0.0864343719694789,0.0439536257817382,1,0.313186813186813,0.045811546496466,0.00100326981713702,0.0535003624207547,-0.0781284464824882,0.076035840794031,0.031227564114702,0.030224294297565,0.0732398196592869,-0.058388989243956,0.0197394572385322,0.200353751976998,0.170102070603514,0.0405121398931765,"COL17A1","a1b1 complex","","","","ITGB1","ITGA1","","COL17A1-a1b1 complex"
"COL8A2-COMPLEX_90",0.0824131439648117,0.0390438190754738,0.561167463222821,0.590644257233487,0.233660403236296,0.215651000238242,0.113433050062107,0.0987725155346229,0.123159411492398,0.169170596179571,0.119443463854326,0.156601276223391,0.145614163219646,0.0955231280150215,0.0953111936418755,-0.0207669526659438,0.0893471448285238,0.0464394553094168,0.0786982404716605,0.084397767996916,0.839160839160839,0.21978021978022,0.208690986318447,0.177470496606154,0.2053520466356,0.108217444779053,0.318317170874148,0.287096681161855,0.109626184555701,0.321790303593816,0.224655701737269,0.116438256958216,0.298207210619121,0.2360683877305,0.052562489545136,"COL8A2","a11b1 complex","","","","ITGB1","ITGA11","","COL8A2-a11b1 complex"
"COL5A3-COMPLEX_89",0.139490206482106,0.16442184552307,0.0636689360610735,0.0601075783634936,0.0615061414976566,0.077896442001468,-0.0426233837025533,0.0445599863629186,0.0681895707060989,0.153497615281936,0.0925671655339517,0.114414196251878,0.0571003206368538,0.0913357446942755,0.132934468614137,0.107227922125167,0.0902752112287687,0.128238468426005,0.0388175006898847,0.0507070684356505,0.53946053946054,0.874875124875125,0.0250017809569694,0.0125948310043449,0.00962811615747611,-0.0211687660828429,0.106922141607436,0.0945151916548113,0.0819203606504663,0.10157957127159,0.0707826890312708,0.0919514551141136,0.0530073514455723,0.0456307961417484,0.055111583099768,"COL5A3","a10b1 complex","","","","ITGB1","ITGA10","","COL5A3-a10b1 complex"
"FN1-COMPLEX_97",0.556910680321147,0.55123523107484,0.504536238281493,0.593880626809067,0.429531214702001,0.442394425693648,0.511094680026645,0.542368422866322,0.605560568623265,0.666404113680208,0.631026340358905,0.631773041546799,0.60855097514902,0.5464946915383,0.554746420211133,0.594945111604475,0.388349683364324,0.414844236424113,0.361929096592663,0.33295614676286,0.23976023976024,0.041958041958042,-0.0376557424388703,-0.0762150337468076,-0.0461798844158763,-0.072367105435703,0.551640694121637,0.513081402813699,0.589296436560507,0.554072955697993,0.527885734678167,0.60025284011387,0.0366559628085255,0.0662654318341205,0.0488783679620431,"FN1","a5b1 complex","","","","ITGB1","ITGA5","","FN1-a5b1 complex"
"FN1-COMPLEX_92",0.0891411151393571,0.0344954983038507,0.092611643484348,0.128355954808228,0.0298009655964506,0.048090704185696,0.0296618604227082,0.0421969501921423,0.04261738688429,0.0949290223568039,0.0886378409013901,0.0638258483892583,0.0154735017341737,0.04340994195127,0.0987675662179923,0.064107708967205,0.0242290711971548,0.0342752051731611,0.0307820614957483,0.036281830367829,0.303696303696304,0.635364635364635,0.0277882901322226,0.012053217451265,0.0372584841415884,0.0149980144922624,0.0861510529339459,0.0704159802529884,0.0583627628017234,0.0908763793118525,0.0686159096625265,0.0536178951702641,0.0387308222161312,0.0390860516930128,0.0285679254200777,"FN1","a2Bb3 complex","","","","ITGA2B","ITGB3","","FN1-a2Bb3 complex"
"COL13A1-COMPLEX_91",0.290507504780279,0.273980918827313,0.327969475780346,0.360858045582009,0.142463667646377,0.107710118370233,0.140891632264453,0.157516175637205,0.133221458527138,0.194748084773672,0.179697655814109,0.174693222121821,0.233268435480549,0.188208022323882,0.230895125858376,0.237632959832333,0.114422976759491,0.1240254027792,0.088702872765451,0.119926554144058,0.001998001998002,0.21978021978022,0.126251708979133,0.0635043445677392,0.125285651211318,0.0982913727348011,0.313328986242487,0.250581621831093,0.187077277263354,0.309238490280313,0.282244211803796,0.183952839068995,0.0389120625729646,0.102365161379844,0.0376900653646976,"COL13A1","a1b1 complex","","","","ITGB1","ITGA1","","COL13A1-a1b1 complex"
"COL8A1-COMPLEX_90",0.202340747036428,0.180512301101735,0.786883443846826,0.786893955545292,0.374407885250133,0.34109084172209,0.306675606927776,0.311307453897203,0.20667529091585,0.282603595960495,0.207196450811281,0.226469266664692,0.438274447972034,0.382195875241251,0.0581262848577756,0.103933505670972,0.362609916677982,0.399694159938784,0.358768186382903,0.345838358176727,0.635364635364635,0.313186813186813,0.236811833990637,0.193009084525151,0.240075664129034,0.103212932173518,0.48915761188257,0.445354862417084,0.252345777891933,0.494612095441627,0.357749363486112,0.254536431312593,0.343905725058299,0.275097301407041,0.117054368291008,"COL8A1","a11b1 complex","","","","ITGB1","ITGA11","","COL8A1-a11b1 complex"
"COL6A1-COMPLEX_93",0.128533630186166,0.0700169294234519,0.504444857960996,0.460280002757282,0.0689708691189104,0.0875844746034786,0.221758903446715,0.287904500500991,-0.0150149919632223,0.0593954951534228,-0.0289376840656557,-0.0293014541986222,0.433645707193448,0.435199675744383,0.180641006555514,0.1192639611019,0.208641150295057,0.221960796047155,0.185953154727906,0.131990966875483,0.23976023976024,0.492257742257742,0.124363343135087,0.0535162820614938,0.144454332643017,-0.0418934314338845,0.290818855081974,0.219971794008381,0.166455511946887,0.294406816471724,0.108059052394822,0.149952483828707,0.22319134860137,0.204864853100403,0.177871145776764,"COL6A1","a2b1 complex","","","","ITGB1","ITGA2","","COL6A1-a2b1 complex"
"COL15A1-COMPLEX_89",0.302795735589131,0.365626669002094,0.184261496823108,0.243235361595911,0.228704689368903,0.221071241802272,0.00225404834786237,0.0287064299415872,0.272438959185609,0.347169163405953,0.318171275507718,0.299465143801644,0.0898891954118006,0.121755311083329,0.420972664543662,0.419506531047209,0.209522351529107,0.214813653004208,0.209778551158985,0.193860647702018,0.839160839160839,1,0.0419469435249237,0.0255829934692659,-0.0129365029011058,-0.0499820260112196,0.273979815752561,0.257615865696903,0.232032872227637,0.273015548592521,0.235970025482407,0.285952051493627,0.077940364295373,0.0655234038454221,0.15783482450453,"COL15A1","a10b1 complex","","","","ITGB1","ITGA10","","COL15A1-a10b1 complex"
"VCAM1-COMPLEX_96",0.306965666556029,0.309595079841681,0.249804303130407,0.359340129171573,0.115818191697568,0.119693899274479,0.294921530319672,0.258785721696189,0.3583666658375,0.40305753557911,0.382293939366637,0.37860910432241,0.156886562409057,0.164804195488033,0.289211159827122,0.189946544358806,0.246300147078791,0.228802296071869,0.23157740019557,0.181965544474836,0.839160839160839,0.427822177822178,0.0187379987544691,-0.0441520843084973,0.016214028125458,-0.013681360230179,0.306426294674923,0.243536211611956,0.287688295920453,0.308280373198855,0.278384984843218,0.292066345073397,0.0447819008419894,0.103426995562743,0.0931995218299792,"VCAM1","a4b7 complex","","","","ITGB7","ITGA4","","VCAM1-a4b7 complex"
"COL9A1-COMPLEX_93",0.0450933249377999,0.0300757900266738,0.071083891759631,0.0800166645599196,0.040156810844459,-0.0205431812107512,0.0544555837390061,0.0250882343834596,0.0455743164817072,0.0391494778916429,0.0314608938783424,-0.00270056977820477,0.182585640985818,0.119334959892681,0.128466612715338,0.0467279985746401,0.0249629042721712,0.0171466599358464,0.0492258299269141,-0.00795911952184943,1,0.562187812187812,-0.010446897055437,-0.0260337647234877,0.0119374508205418,-0.00352608963704417,0.0565674178210061,0.0409805501529554,0.067014314876443,0.0580886083487155,0.0426250678911295,0.0461511575281736,0.0230510761781969,0.0356418467004343,0.0573080878178959,"COL9A1","a2b1 complex","","","","ITGB1","ITGA2","","COL9A1-a2b1 complex"
"TSLP-COMPLEX_85",0.0079562259251864,0.0921084456570222,0.048563266836565,0.0439569670441267,-0.00474230193194432,-0.0127400251859199,0.0278687319469686,0.0270770603997403,0.0054426141120164,0.0429274394220514,0.0274727115470764,0.0311789011869452,0.0240457366028234,0.0064488295468619,0.0785106425896537,0.0475342777625134,0.0137638195103828,0.042842725581993,9.23093779641024e-05,-0.0308264478025859,0.23976023976024,0.957792207792208,0.01629553185406,-0.00266693145415907,0.0185893951933234,-0.00171412526236597,0.0481462263657251,0.029183763057506,0.0318506945116651,0.0462601169403459,0.0259565964846565,0.0276707217470225,0.0344752891060854,0.0397806954239233,0.0211019753885491,"TSLP","TSLPR","","","","IL7R","CRLF2","","TSLP-TSLPR"
"COL24A1-COMPLEX_89",0.00876797015222091,0.00492099827216946,0.149166653292264,0.211792523582157,0.000161306887262003,-0.0202229641134507,0.11100356455546,0.0552588519527484,0.0516157969168391,0.0986506159645862,0.0664901773761065,0.0561876375056118,0.0743664188553633,0.0481914695878799,0.0941125616667132,0.0754886899728874,0.0269425985024972,0.00718357811852285,-0.00581948699192219,-0.00610125381275464,1,0.313186813186813,0.0205254578892834,-0.0140388304233157,0.00853901360650779,-0.0635838139035397,0.093662036324703,0.0590977480121039,0.0731365784354196,0.0789673117222427,0.00684448421219519,0.0704282981157349,0.103469075622201,0.0966039216606977,0.0217775837859239,"COL24A1","a10b1 complex","","","","ITGB1","ITGA10","","COL24A1-a10b1 complex"
"FN1-COMPLEX_108",0.166951756596666,0.109334809570162,0.354645642954614,0.382003227612006,0.0967429691299661,0.102455611493555,0.0757686739390493,0.0648191627307568,0.16256488178866,0.257237940641473,0.222367078378642,0.189638319844604,0.143565629543383,0.135640746173121,0.168119216392761,0.187468122138897,0.0819053907222586,0.0608521703738303,0.102106409385575,0.0953995450888032,0.373626373626374,0.957792207792208,0.0925148820262271,0.0413033590690267,0.0954566506849295,-0.0271987660072965,0.253233859183362,0.202022336226161,0.160718977157135,0.26079869977564,0.138143283083414,0.16534204909071,0.135422102872885,0.131533414753879,0.0596870525390523,"FN1","aVb3 complex","","","","ITGAV","ITGB3","","FN1-aVb3 complex"
"COL24A1-COMPLEX_91",0.0767232556079289,0.0323006225563438,0.253838527862353,0.281696353635838,-0.0116407799874029,-0.0374339929256084,0.114974358854569,0.138321270848201,0.0729112838187564,0.144704581812265,0.0599719401105417,0.0705532807331252,0.0990886564937569,0.109503945405494,0.0691921365346925,0.10526449066409,-0.0276465394867347,0.0199390032422834,0.0207390359831774,0.0998976578585668,0.635364635364635,0.562187812187812,0.0626910953880666,0.000798736597359392,0.0631043181562172,-0.0476646344967871,0.161139689915616,0.0992473311249086,0.0984485945275492,0.165280891735141,0.0545119390821363,0.102176573578923,0.124970160949534,0.136494129705439,0.0296991030636862,"COL24A1","a1b1 complex","","","","ITGB1","ITGA1","","COL24A1-a1b1 complex"
"COL4A4-COMPLEX_91",-0.090911832131961,-0.141515182557356,0.240932521994282,0.328119676493725,-0.0739138331656112,-0.0520683141307612,0.0639718710361622,0.104417205438852,0.0495272141612617,0.116670912457466,0.0439648476966631,0.027106801767691,0.0233239157907165,0.0820220284129203,0.0939416615072984,0.0420362778808824,-0.0135721473681539,0.0238268694505702,0.0314010707531289,-0.00782385003695243,1,0.313186813186813,0.0194580223346812,-0.029591100864605,0.0182608023324485,-0.119740616246898,0.0841562959496726,0.0351071727503863,0.0646982736149914,0.0750103449311604,-0.0629910736481862,0.056749542598712,0.234998852324026,0.197373652229067,0.032885530247332,"COL4A4","a1b1 complex","","","","ITGB1","ITGA1","","COL4A4-a1b1 complex"
"ICAM4-COMPLEX_105",0.0111470406490132,-0.036102495028392,0.0875075129342127,0.134364085855948,-0.0929188755338884,-0.0840837552809693,0.0944631785352782,0.0281044785271302,0.0541595934364798,0.0712288289040256,0.0678786078648918,0.0339181257095759,0.106978115305768,0.136708843306003,0.122908010556019,0.132002055695813,0.0748393455220968,0.0872782958012926,0.0863157588729272,0.0103304255605045,0.453546453546454,0.0934065934065934,-0.0356059476814031,-0.0815160648514445,-0.0335187269280389,-0.0953237309093413,0.0492290361026954,0.00331891893265399,0.0848349837840985,0.049327276791613,-0.0124777271896894,0.0828460037196519,0.0762559878915305,0.0924952139796268,0.0396830612066211,"ICAM4","aLb2 complex","","","","ITGB2","ITGAL","","ICAM4-aLb2 complex"
"FN1-COMPLEX_101",0.608377044292844,0.612158485695551,0.461415180038223,0.504285936104215,0.442833147438036,0.409710317940865,0.310025902991796,0.319681850712836,0.639194745093236,0.707065105072617,0.637375422117843,0.649529484807229,0.552076191198467,0.496398592979254,0.443208147480577,0.524821499933677,0.140769359187105,0.239359535033504,0.176406598617591,0.175514528179167,0.945054945054945,0.492257742257742,0.0186214672939553,-0.0214743423204639,0.0178826446324577,-0.0555982874948525,0.546559161532708,0.506463351918289,0.527937694238753,0.556331490198529,0.482850558071219,0.538448845566072,0.0756334254423466,0.0860254537134299,0.137779281753882,"FN1","a8b1 complex","","","","ITGB1","ITGA8","","FN1-a8b1 complex"
