"","BW11.C","BW11.D","BW14.A","BW14.B","BW16.A","BW16.B","1174.C","1174.D","BW09.A","BW09.B","BW09.C","BW09.D","BW19.C","BW19.D","BW23.A","BW23.B","1179.A","1179.B","1179.C","1179.D","wilcox.pval.2v4","wilcox.pval.3v4","mean.diff.2v4","mean.diff.3v4","median.diff.2v4","median.diff.3v4","mean.p53.2v4","mean.p53.3v4","mean.wt","median.p53.2v4","median.p53.3v4","median.wt","sd.p53.2v4","sd.p53.3v4","sd.wt","partner_a","partner_b","complex1_gene1","complex1_gene2","complex1_gene3","complex_2_gene1","complex_2_gene2","complex_2_gene3","int_name"
"COMPLEX_8-COMPLEX_9",0.0517704099666684,-0.00628977907518787,0.0647805672708139,0.0691483878517229,0.0444451874722079,0.0354985558166416,0.081692333541749,0.0478506046923373,0.0180484742652143,0.0550624607868651,0.0179131100270587,0.0465149343030054,-0.00709307819067623,0.0246144662363332,0.0151402774351351,0.0129377737028492,0.0499006889504249,0.0207346191371002,0.027450065809196,0.0433680057784985,0.373626373626374,0.367632367632368,0.0135842608235172,0.011957419203824,0.0369440183679674,0.0267763284686644,0.0448523965035043,0.0432255548838111,0.0312681356799871,0.0582754886187412,0.0481077987194382,0.0213314702507738,0.0348846108330596,0.0272858523479808,0.0259942151057523,"ACVR_1C2B receptor","Activin ligand ab","ACVR1C","ACVR2B","","INHBA","INHBB","","ACVR_1C2B receptor-Activin ligand ab"
"COMPLEX_52-COMPLEX_53",-0.0127596446582204,0.0291441321788885,0.0535779755116736,0.0367247507666581,0.0284786395602297,0.0695534610471054,-0.0133807334758851,0.0326869702824383,0.0492677765756444,0.0560319265690593,0.0493105604072709,0.0388590934533377,0.00324652100663172,0.00166946708917293,0.0513909119460889,-0.00221253853437342,0.0298258679881674,0.0288100539470335,0.0508825003459035,0.0688814350049566,0.945054945054945,0.792457542457542,-1.51920821886316e-05,0.00743289020245057,-0.00283859039511471,-0.00283859039511471,0.0266718034497499,0.0341198857343891,0.0266869955319386,0.0329344414727733,0.0329344414727733,0.035773031867888,0.0282013909468951,0.0279113345819697,0.0264432811068187,"IL35","IL35 receptor","EBI3","IL12A","","IL6ST","IL12RB2","","IL35-IL35 receptor"
"COMPLEX_92-COMPLEX_112",-0.0180518792195826,-0.0179675272385656,0.00145997999147524,-0.0131191772184102,-0.00311002986025609,-0.0110150551254968,-0.0329896782383481,-0.0201220567071117,-0.014681813436769,-0.0156675362274972,-0.0138325640748408,-0.0138566786864786,0.0173760722802826,0.00583572339352745,-0.00983645182178035,-0.0280542289577078,0.0523633049191785,0.024212378547142,0.00126102856452135,-0.00583252572358373,0.945054945054945,0.562187812187812,0.000663270326401563,0.00228230646919967,-0.00127410616686413,0.00220212988967028,-0.0119196509212708,-0.0103006147784727,-0.0125829212476723,-0.0155433522284879,-0.0120671161719535,-0.0142692460616238,0.00921293327431153,0.00796661116351282,0.0148101720964894,"a2Bb3 complex","fibrinogen","ITGA2B","ITGB3","","FGA","FGG","FGB","a2Bb3 complex-fibrinogen"
"COMPLEX_111-COMPLEX_112",0.0192409117361938,0.0388636710607485,-0.00743436318094419,0.00123396848633701,-0.0108859501342368,-0.0108247060373675,-0.0242236139091071,0.00948378916010035,-0.126328534020185,-0.107705918228772,-0.101315754086368,-0.090081444322921,-0.00833575804947823,-0.0193611687280874,-0.0133571210532796,0.0191852712947266,-0.135122735216825,-0.077379958090198,-0.0777016185042241,-0.100070272246777,0.023976023976024,0.0312187812187812,0.0591800722199208,0.0512362805161255,0.0320298314298627,0.0186921939712937,0.0129760470255838,0.00503225532178846,-0.046204025194337,0.0102374401112654,-0.00310019734730359,-0.0217923913185973,0.0205254221332868,0.0201053557853026,0.0540148593618328,"aXb2 complex","fibrinogen","ITGAX","ITGB2","","FGA","FGG","FGB","aXb2 complex-fibrinogen"
"COMPLEX_65-ULBP1",0.0738590706424085,-0.0731879864106808,0.0523672909257149,0.0325322444901646,-0.0107275613429571,0.013641026864792,0.00288682370275651,0.030113537807371,-0.00640054907692577,-0.00951926740935467,0.0161806708473855,-0.00420071711375834,-0.00570246173152423,-0.00191199793399976,-0.014579590144657,-0.0175627271461461,0.0161254850805123,0.0247153654413348,-0.0186208509110259,-0.00616017618414955,0.187812187812188,0.313186813186813,0.0224622827317871,0.0158169753481256,0.047401357130581,0.0280382251001196,0.0213926549119018,0.0147473475282403,-0.00106962781988529,0.0424497677079398,0.0230866356774783,-0.00495158942264129,0.0652731211264323,0.052170061132909,0.0144220091333023,"NKG2D II receptor","ULBP1","KLRK1","HCST","","","","","NKG2D II receptor-ULBP1"
"COMPLEX_19-HLA-E",0.0654277612441445,0.101125893313821,-0.0410492689739171,-0.050476876348893,0.0287971829286433,0.0600928241878614,0.42781599761508,0.467480804702268,0.039495634084258,0.0301805982755107,0.0678961695188356,0.0379325790143214,0.42714153576034,0.22196396643089,0.0500198791114386,0.000999247858584746,-0.029216805577345,-0.0450668498314737,-0.0740482071140861,0.0228144311866938,0.23976023976024,0.180569430569431,-0.158335763928364,-0.149773055178543,-0.0467687781800234,-0.0145130207568848,0.0187568773087889,0.0273195860586101,0.177092641237153,0.0121892461351137,0.0444450035582523,0.0589580243151371,0.0760107755160757,0.0611595656266291,0.191684700471892,"CD94:NKG2E","HLA","KLRD1","KLRC3","","","","","CD94:NKG2E-HLA"
"COMPLEX_7-INHBB",0.0395728776233846,0.0366561953227963,0.0423942217065869,0.0498614320743422,0.0209783696805987,0.0293506470378448,0.0803609593610377,0.0666430111171713,0.0257829389483746,0.00476809578136286,0.0323729626348929,0.039226382705534,0.0100318635650523,0.0633516529863746,0.0501730026314841,0.101327082324152,0.0138859211589881,0.0141999181745085,0.0351974435153854,0.0132198273063435,0.945054945054945,0.562187812187812,-0.00528261352376617,-0.0109348379646181,-0.00371614300352333,-0.00658515619541863,0.0421211816817775,0.0364689572409256,0.0474037952055437,0.0409835496649857,0.0381145364730904,0.0446996926685091,0.00566703792330759,0.0101465773944036,0.0309134405100109,"ACVR_1C2A receptor","INHBB","ACVR1C","ACVR2A","","","","","ACVR_1C2A receptor-INHBB"
"COMPLEX_26-IL1B",0.148864609890317,0.137628174227842,0.112938223582301,0.132484779158791,0.165340673286196,0.157979919978475,0.133790181616136,0.140193112274549,0.0798163351199681,0.119526588054745,0.0887699017177416,0.0643345447202655,0.230619765016809,0.261816867850773,0.146513274248329,0.10602150922155,-0.0187030877268064,-0.0477062314294874,-0.0589704827296532,0.011971580867396,0.733266733266733,0.367632367632368,-0.00416126126927358,0.00539918870323391,0.00839809185787618,0.0165880072236391,0.132978946714813,0.14253939668732,0.137140207984087,0.135056476693317,0.14324639205908,0.126658384835441,0.015009379248111,0.0189724072536474,0.0637670107347655,"IL1 receptor inhibitor","IL1B","IL1R2","IL1RAP","","","","","IL1 receptor inhibitor-IL1B"
"COMPLEX_11-BMP4",0.12591780858073,0.113074206253552,0.245115435717543,0.300747719689149,0.134114350724131,0.112517580850768,0.114016709727791,0.103950864370285,0.091077473242622,0.136587488335683,0.121992589923177,0.090156405142395,0.0121682431667752,0.0531864704603131,0.227887014394415,0.231592538132267,0.0198377737116467,0.0217106471169957,0.0315037689304447,0.0461526977201819,0.105894105894106,0.147102897102897,0.0779522128706713,0.05365293727974,0.0765328351000988,0.0210322926033932,0.196213792560244,0.171914516969312,0.118261579689572,0.185516622149137,0.130016079652431,0.108983787049038,0.0916013624341378,0.0806115333743016,0.0686809526483488,"BMPR1B_BMPR2","BMP4","BMPR1B","BMPR2","","","","","BMPR1B_BMPR2-BMP4"
"COMPLEX_70-SEMA6D",0.0430575369790065,0.0940971677794917,0.149124749502412,0.178260404483605,-0.0216906141253683,0.0193310727797476,-0.0456733465561495,0.0246547063397041,0.0534234974837954,0.0715956240871351,0.0397809458999704,0.052425854626599,0.0851051821794003,0.117593023198418,0.0293089724561258,0.0600674655560175,0.0156559825790636,0.0564277426348559,0.0361816088114967,0.0444022689212851,0.0759240759240759,0.635364635364635,0.0673067721590271,0.028201860372714,0.0686862825857546,0.0156526763240519,0.116134964686129,0.0770300528998157,0.0488281925271017,0.121610958640952,0.0685773523792491,0.0529246760551972,0.0599273757839224,0.077415231076445,0.0430775915723157,"PlexinA1_complex2","SEMA6D","PLXNA1","TREM2","TYROBP","","","","PlexinA1_complex2-SEMA6D"
"COMPLEX_12-BMP4",0.250118661339329,0.243895563771001,0.275821079356829,0.326940918109911,0.107117408363799,0.159290868065709,0.371340134568692,0.370354139698763,0.11023884206377,0.184355255223055,0.143205567450605,0.128310412044432,0.243229789215315,0.158877994467013,0.185929506888013,0.110488864668824,0.0736946918834197,0.103792036871065,0.042479488811256,0.0564905262456572,0.105894105894106,0.492257742257742,0.0735610050154192,0.026564365872248,0.0913532455030449,0.0753904877101311,0.274194055644267,0.227197416501096,0.200633050628848,0.262969870348079,0.247007112555165,0.171616624845034,0.037782279474481,0.0801844697738136,0.098212270866005,"BMR1A_ACR2A","BMP4","BMPR1A","ACVR2A","","","","","BMR1A_ACR2A-BMP4"
"COMPLEX_24-VWF",0.165364886759825,0.18471448728262,-0.0472841525657658,0.0463578604424807,-0.0427321532696673,0.0258068827828864,0.717964062884149,0.0782881868766291,0.0376850270576706,0.056652446165952,0.270760432302938,0.134478120352709,0.216082200592469,0.089744166592945,0.0385330751887693,0.714209496988271,0.196314240800289,0.0605170095214274,0.152451163625642,0.0295370849930343,0.453546453546454,0.0934065934065934,-0.14815145102046,-0.180068419594854,-0.00624976987167401,-0.0760287718601435,0.08728827047979,0.0553713019053965,0.23543972150025,0.105861373601153,0.0360823716126835,0.112111143472827,0.10858615817317,0.099945960966593,0.264498179996652,"Glycoprotein Ib  complex","VWF","GP1BA","GP1BB","","","","","Glycoprotein Ib  complex-VWF"
"COMPLEX_14-BMP5",0.0764271736275436,0.0816900866979658,0.0476077959104869,0.0612706860206608,0.199009923273658,0.236995303042098,-0.0164926248385436,-0.0195576639883343,0.0515378737907544,0.0982911734356669,0.0602838551885913,0.044324246811059,0.0351334002686172,0.0539264811130504,0.0542470229453629,0.117189395085144,0.161962413361368,0.175614018512422,0.146389528382322,0.146342466048257,0.303696303696304,0.055944055944056,0.0188606195830275,0.0692785121142654,0.0161167523721998,0.0263264527108523,0.0667489355641643,0.117166828095402,0.0478883159811368,0.0688489298241022,0.0790586301627547,0.0527321774519024,0.0154196923285024,0.0799228527019535,0.0427605803413741,"BMR1B_AVR2A","BMP5","BMPR1B","ACVR2A","","","","","BMR1B_AVR2A-BMP5"
"COMPLEX_23-CSF2",0.126353871053217,0.0474579388680299,0.0359392268825516,0.101262677599149,0.0572475489319177,0.0459549243486045,-0.050546549065144,-0.00224404894285615,0.129337990456114,0.172250409493636,0.140481761447929,0.155891576932028,0.0887485889443689,0.0504313270652311,0.0339806188607225,0.0568972516510644,0.0317355486551557,0.0328074204182213,0.0516257908713943,-0.0239572756720283,0.839160839160839,0.712787212787213,0.000230535916427577,-0.00848686140373105,0.00153738793587292,-0.0204701763977429,0.077753428600737,0.0690360312805783,0.0775228926843094,0.0743603082335896,0.0523527438999738,0.0728229202977166,0.0431313187004519,0.0362121798182871,0.0728083018566343,"GMCSFR","CSF2","CSF2RB","CSF2RA","","","","","GMCSFR-CSF2"
"COMPLEX_12-BMP6",0.0425054986926667,0.0871308625730098,0.0517621780916483,0.024443273215577,0.00391466362456721,0.0128428108465108,0.123968141581519,0.069501531742241,0.0618163453860341,0.0697536569841783,0.0433537563227468,0.0381129671598716,0.181809869454235,0.115444529234045,0.0298622955524515,0.0603795287511325,0.0308974826814201,0.000677996882953851,-0.0122613782310565,-0.0231983856738028,0.303696303696304,0.055944055944056,-0.02793980907362,-0.0423003810428489,-0.01852510017198,-0.0321845526100157,0.0514604531432255,0.0370998811739966,0.0794002622168455,0.0471338383921575,0.0334743859541219,0.0656589385641376,0.0263476018344963,0.0303221259185322,0.0472502068921226,"BMR1A_ACR2A","BMP6","BMPR1A","ACVR2A","","","","","BMR1A_ACR2A-BMP6"
