"","BW11.C","BW11.D","BW14.A","BW14.B","1174.C","1174.D","BW09.A","BW09.B","BW09.C","BW09.D","BW19.C","BW19.D","BW23.A","BW23.B","wilcox.pval.2v4","mean.diff.2v4","median.diff.2v4","mean.p53.2v4","mean.wt","median.p53.2v4","median.wt","sd.p53.2v4","sd.wt"
"Ciliated:hypoxia1",-0.0431396808477407,-0.0261310712742664,-0.0297027553915625,-0.0561152526064795,-0.0406369239530993,0.0141249768051717,-0.026832413224666,-0.0225899040294626,-0.0275184150126422,-0.0461284302080093,-0.022088193256219,0.00286480538474589,-0.0326995595169515,-0.0226350756256614,0.141858141858142,-0.0163582767663329,-0.0116874736944878,-0.0387721900300122,-0.0254776713857521,-0.0364212181196516,-0.0247337444251637,0.0136858725654375,0.0183185398325806
"IFNG:hypoxia1",0.0319732975571471,0.0106359575141051,0.0196574783815025,0.0345576172692436,-0.11811321911686,-0.104235770845114,0.00200521455343205,-0.0305303319173209,0.0167518103722567,0.00745788875920217,-0.0178990076813071,-0.0134457291826257,-0.149074815915627,-0.118429629506807,0.003996003996004,0.0767574467285767,0.0500300577686388,0.0242060876804996,-0.0446323612010479,0.0258153879693248,-0.024214669799314,0.0111403469931349,0.0625582221066715
"CC.G2M:hypoxia1",-0.00131713370597615,-0.0449238696615743,-0.00621961661280278,-0.055511302400031,-0.0335565328287227,0.0510680088530525,-0.0567597710594537,-0.0254932503950626,-0.0150210461280024,-0.0448767621474987,-0.0161385548051828,0.0138337769054343,-0.145249150651205,-0.130235533261733,0.839160839160839,0.0132499009567414,0.00395314847470411,-0.0269929805950961,-0.0416309198107641,-0.0255717431371886,-0.0295248916118927,0.027237187972198,0.0597779748786493
"EMT.COLs:hypoxia1",0.0252440071167882,0.0343241888027679,0.0423010323089378,0.0349835165738898,-0.0304027568952175,-0.0285806108206606,0.0197020272754855,0.0104670607871997,0.0297073247763919,0.0378419236934649,0.00350536367339661,0.0323985546602334,0.0124772115205383,-0.023200829429065,0.035964035964036,0.0278216592764192,0.0231817165344599,0.0342131862005959,0.00899079871051428,0.0346538526883289,0.011472136153869,0.00698725407608605,0.0256056451328949
"TAM.SPP1:hypoxia1",0.000732836384296393,0.0257522638245519,0.118670691969159,0.228618468762883,0.110412823391008,0.0773016062433703,0.0354018536187062,-0.0278640854110889,0.0481160467185334,0.0741422039950718,0.000886528337801032,-0.0160104739093402,-0.0166939660693815,-0.000717359286846295,0.23976023976024,0.0649460474724391,0.0540672869186018,0.0934435652352225,0.0466903314900652,0.0722114778968554,0.0181441909782536,0.103418331704623,0.0476371562331672
"CD14.Mono:hypoxia1",0.0074132659023489,0.0242186227096366,0.01958337343644,0.0964999576285777,0.0712062797699309,0.0445735554616645,0.0480832221389885,-0.00401447078571619,0.0465664587297212,0.0568285547677637,0.0199621977387255,0.0270683916630698,-0.000566091642114759,-0.0258774286800516,1,0.00854573800305264,-0.0139199754893289,0.0369288049192508,0.0345755115264145,0.0219009980730383,0.0358209735623672,0.0403414675146335,0.0307829897700985
"TAM.FABP4:hypoxia1",-0.101575439624015,-0.0656140090500001,-0.0976859332549826,0.067297249816877,0.0375012461551214,0.00859698783387723,0.0332849986790179,0.0262730357619492,0.0175169243230007,0.0446935381163513,-0.0448066829057847,-0.00165738955123346,0.012161653047732,-0.00455384820550158,0.187812187812188,-0.0622955793534832,-0.0964892598378576,-0.0493945330280302,0.0178461557337643,-0.0816499711524913,0.0148392886853663,0.0794458934013349,0.0260286793617916
"TAM.CXCL:hypoxia1",-0.0270992532561257,-0.00231000682429232,-0.0450678776408346,-0.0158148562855402,0.0348454755495577,0.0481402453266711,0.0496135993875576,0.0419219484895709,0.096374890362484,0.0903336473415874,0.00403511048549027,0.02215772959449,-0.0271645147669704,-0.0665469365406241,0.0759240759240759,-0.0519441180246796,-0.0598407667903972,-0.0225729985016982,0.0252633035403886,-0.0214570547708329,0.0383837120195643,0.0180994280528305,0.0497169352241044
"DC2:hypoxia1",-0.0152766826736611,0.0636417532378247,-0.0221530426452436,0.0437696523492165,0.0543331028727819,0.0442519804132265,0.060642366770077,0.0421831731316121,0.0322752753745398,0.00940261023110267,-0.0162212076696731,0.0264344798216349,0.0314554009191222,-0.0819767114334269,1,-0.00278262697606557,-0.0176188533090533,0.0174954200670341,0.022413647525474,0.0142464848377777,0.031865338146831,0.0426842307361913,0.0422385867663534
"TAM.APOE:hypoxia1",-0.0141854182556853,-0.00728941902922618,-0.085701815100695,0.0216056190706829,0.0126914679342254,-0.0329125863595499,0.0279618492149621,-0.0140750138963482,0.075184746703614,0.0885374059697957,-0.0591418373623727,-0.0290176094229168,-0.0673559546877083,-0.0258810820478253,0.839160839160839,-0.0189918969333185,0.00924062932963098,-0.0213927583287309,-0.000218454080312833,-0.0107374186424557,-0.0199780479720867,0.045590076303978,0.0529199535864491
"TAM.FOLR2:hypoxia1",-0.0724480085199334,-0.00953224404850696,-0.0349963234749467,0.0663233930506169,0.162050616841355,0.0889276579195879,0.0378781213159713,0.014292385302932,0.034377031965729,0.0265083452621432,-0.0139397432214301,0.0254865608028299,-0.0172011969982652,-0.0471091001627066,0.303696303696304,-0.0437903636510072,-0.0482617367942133,-0.0126632957481925,0.0343267338253421,-0.0222642837617268,0.0259974530324865,0.0586562770178651,0.0590311725237852
"CD14.Mono.Ribo:hypoxia1",0.031261540225346,-0.0168077190625826,0.0690049877292619,0.0689483408482784,0.00924161749971193,-0.0135952622086909,0.0269511827244248,0.0038545372524095,0.00262054999383362,0.031674724257015,-0.00953032440157323,-0.00589666011022197,-0.0614856507226741,0.0115809122164906,0.187812187812188,0.0385602247850034,0.0468673969136906,0.0381017874350759,0.00585126975900034,0.0501049405368122,0.00323754362312156,0.0406954564687622,0.0259480605214234
"CD16.Mono:hypoxia1",-0.0352278129739989,-0.00455065838006641,-0.0840694479699887,-0.0572889041469042,0.102360606272689,0.0354965955981161,0.0325531667380148,0.00355430595084102,0.0294718958132963,0.0568343745722389,0.0238462279080868,-0.00545252541747516,0.0267281278206105,0.0443017226681302,0.003996003996004,-0.0802536556601944,-0.0772708898361071,-0.0452842058677396,0.0265823267070585,-0.0462583585604516,0.0310125312756556,0.0337083605587084,0.0297313273352506
"Myeloid.cycling:hypoxia1",-0.017896038740529,0.0145005274144173,-0.0308543286044248,0.0774902170336701,0.0122357572670029,0.0366188024136205,-0.00985233657990024,0.0337197064539649,0.0448580971773457,0.0269690388188267,0.0460624985730042,-0.000504992215898049,-0.0591635599807411,-0.017640618520167,0.733266733266733,-0.000520145064922482,-0.0213001537059707,0.0108100942757834,0.017344782767339,-0.00169775566305586,0.0196023980429148,0.0483729410395543,0.033522959513397
"Mreg.DC:hypoxia1",0.011358551133217,0.00721344796246829,-0.0621692784390422,-0.0670948013326608,0.0298038829711167,0.107725955628918,0.0111422007047842,-0.00230944365206441,0.0177007634587753,0.0260649583576923,0.0196166353547946,0.0275784516357539,-0.0715770798760378,-0.03990762897971,0.141858141858142,-0.0402568897294067,-0.0461366146450719,-0.0276730201690044,0.00534035402466924,-0.0274779152382869,0.018658699406785,0.0427574472334236,0.0470142733227053
"CD14.Mono.S100A:hypoxia1",-0.0204600507226867,0.0199386846314359,-0.034888757794804,-0.0593790158427807,0.0128060191157594,0.0281355051858329,-0.0108536928420883,-0.00826988915321233,0.008825137613799,0.02172848711373,0.0130629088905875,-0.0478819835697436,-0.0861216661367223,-0.0193496567720569,0.373626373626374,-0.0149054018767974,-0.0279520284890387,-0.0236972849322089,-0.0133907133088087,-0.0276744042587454,0.000277624230293339,0.033231573895395,0.0352349371390641
"DC1:hypoxia1",-0.0392298052995333,-0.0474417151788463,-0.0324576321211733,-0.0186558941440611,0.0362009055613472,0.0696260352356295,-0.0114643214911727,-0.0271137216030825,-0.0273983161282334,0.0043613928096525,-0.0282390775932706,0.0182232451524699,-0.0496551414808221,-0.0186420806414077,0.0759240759240759,-0.0310361536680145,-0.0207905176440631,-0.0344462616859035,-0.00479608857481374,-0.0358437187103533,-0.0150532010662902,0.0121799624471633,0.0359335318992815
"TAM.CXCL.HLA:hypoxia1",0.0498000514782278,-0.0278381988832597,-0.0780659115427918,0.0147524607717524,0.00773739214986714,-0.00413636931725378,0.0214712265712651,0.0135303629015023,0.0360511052707026,0.0430873320320578,-0.013151370297963,-0.0122847757903204,-0.0211908623214312,-0.0585872611359758,0.839160839160839,-0.0115905775502629,-0.0083433804720603,-0.0103378995440178,0.00247993098492756,-0.00654286905575362,0.00180051141630668,0.0551949376307838,0.0299387587889581
"CD4.Naive:hypoxia1",-0.0214336327673366,-0.0189500086658991,-0.11313734394247,-0.0649878006304827,0.221780194959581,0.142784127130415,-0.00216975357818327,-0.0532657991204499,-0.0112986514508953,-0.0062116904494502,0.0358710786924751,-0.0164128396018232,-0.15124912019632,-0.0483121520815377,0.105894105894106,-0.0657787359319282,-0.0344555457487369,-0.054627196501547,0.00422978124302993,-0.0432107166989097,-0.00875517095017275,0.044367607841428,0.104405655082406
"CD8.M.E:hypoxia1",0.00295130633942518,-0.00167565663595071,-0.101854646738656,-0.0456416497894778,0.171439866503515,0.0912535011746522,0.0450000793664652,0.0199446990374458,0.0368183041618918,0.0678554313174033,-0.00623585280242774,0.0350352389730586,-0.0689380265660634,-0.0739762384729186,0.105894105894106,-0.0683748619754671,-0.0595854247801895,-0.0365551617061649,0.0247777593548677,-0.0236586532127143,0.0359267715674752,0.048730305090286,0.0726237874176087
"T.Cycling:hypoxia1",0.0139471620337846,0.0163018489098065,-0.0463168068317749,-0.0444007778295969,0.157815967532401,0.081264112208865,0.0367297392131673,-0.032533033119569,0.0752383119497841,0.0381394632163455,0.0257892052973067,0.0115561123900339,-0.0299201735001346,-0.00952055298006511,0.105894105894106,-0.0505730586502587,-0.0464862801531432,-0.0151171434294452,0.0281962158525943,-0.0152268078979062,0.031259472255237,0.034942033769155,0.0579711566985399
"CD8.Naive:hypoxia1",0.0181912755167772,-0.0289992687728912,-0.119378281091806,-0.0463880643403968,0.233718046287059,0.144641687178721,0.0690671292941481,-0.0232066594886745,0.0610292813622774,0.0871122026559892,-0.0209846621791865,0.00477487757249635,-0.00735460413812396,-0.0697155241637673,0.0759240759240759,-0.0920517621101731,-0.0705957460240308,-0.0441435846720791,0.0393357918218675,-0.037693666556644,0.0329020794673869,0.057097233830162,0.0910389627324138
"Treg:hypoxia1",-0.0405933474037946,-0.0566738017363245,-0.0334404452528598,-0.0903482961268098,0.190566427814235,0.126875961957816,0.0120006169744234,-0.0168586484432741,0.0497000662999137,0.0607841646993273,-0.0140698719562755,-0.0243723003935858,-0.0270870740830548,-0.0688405021106727,0.013986013986014,-0.0841338567058325,-0.0475989470791335,-0.0552639726299472,0.0180318676938221,-0.0486335745700595,-0.00103462749092607,0.0253271327831531,0.0795376261813879
"CD4.M.E:hypoxia1",-0.0119671776460736,-0.0115613707636785,-0.0719937659404051,-0.0674426481200367,0.251002755532111,0.154439187022151,0.0793423073142726,0.00261141720374532,0.0746993998661862,0.0792858218018913,0.0284781408935839,0.0227696818169322,-0.0372578037816056,-0.0417608690047429,0.023976023976024,-0.102102244484001,-0.0912936832629402,-0.0407412406175485,0.0496515809585898,-0.0397049128830552,0.0515887703798851,0.033511674613707,0.0893382821814434
"NK:hypoxia1",-0.0219419918064958,-0.0416825904438198,-0.155029156444795,-0.132752842222217,0.0737247463966129,0.0522996778229315,0.0061911817055027,0.00952039162807818,0.0357216699553546,0.00915401028833756,-0.0443830240814114,0.00271442353356987,-0.0477071870578884,-0.0214150624200146,0.023976023976024,-0.0954337280064391,-0.0948903123299385,-0.0878516452293318,-0.00517563767737672,-0.0872177163330184,0.00767259599692013,0.0658397031650951,0.0391525768313591
"CD8.IFN:hypoxia1",-0.0329577051564831,-0.0166882322207097,-0.00626096300706845,-0.00079982401685944,0.108394063373869,0.110188112388863,0.0251337403913449,-0.0193371665819247,0.0345848134200765,0.0284870983952948,-0.00423758121141359,-0.0102844728769746,-0.0288848401486853,-0.068409941350161,0.373626373626374,-0.0317400636803091,-0.0219226772038547,-0.0141766811002802,0.01589400016213,-0.0114745976138891,0.0104480795899656,0.0141496013134843,0.0572103385806213
"T.Delta.Gamma:hypoxia1",-0.0298290584486264,-0.0591545692286361,-0.0679954353631378,-0.0534060606374888,0.0883507896217194,0.105984227546607,-0.00309162341479863,-0.0388668099494728,0.00133729019701243,0.0179295502554348,0.00764515749187082,-0.0181644508813714,-0.00742965095349737,-0.0337822944540027,0.00799200799200799,-0.0645874994654224,-0.0554031483241694,-0.0525962809194723,0.00604601134745568,-0.0562803149330625,-0.000877166608893099,0.0163212261115669,0.0483378254262532
"TH17:hypoxia1",0.00812448414293376,0.00900706125228999,-0.0816601480227297,-0.0515290929734153,0.222720115964489,0.0930979392633764,0.0418478663640885,0.0100267144356758,0.0432967477283556,0.0617320829471359,-0.00035774466206351,-0.00128233403278859,-0.0367203155834106,-0.0244968946365256,0.105894105894106,-0.0700008416790636,-0.0476395948151229,-0.0290144239002303,0.0325759168013561,-0.0217023044152408,0.0259372903998821,0.0451051158063002,0.0752478135987658
"TFH:hypoxia1",-0.028680852387227,-0.0473198315394557,-0.0253499093692288,-0.0285805162201192,0.0582534705246916,0.0553311682228175,0.0298409373789854,-0.000996302249182284,0.0387796728552436,-0.00787050097776481,0.0456219623531438,-0.0218845689483379,-0.0679192365934211,-0.0163994801984367,0.023976023976024,-0.0437584896157816,-0.0430530018685746,-0.0324827773790077,0.00765241874069271,-0.0286306843036731,0.0144223175649016,0.010011630869482,0.0409378031925054
"T.Exhausted:hypoxia1",-0.0591413981778475,0.0189505379731049,-0.0610576402569392,-0.0574601668831828,0.171106434018032,0.0759819664194712,0.0416807575821292,0.0110440083469543,0.0762325699867745,0.0670442436428374,-0.0390348965790863,0.00218183745357602,0.00680781076277245,-0.0326697489941889,0.035964035964036,-0.0777146651001433,-0.0846631654950569,-0.0396771668362162,0.0293558923414626,-0.0583007825305152,0.0263623829645418,0.0391127592450941,0.062707337510861
"Plasma.IGHA:hypoxia1",-0.0335208121154888,0.0288069545687549,-0.0182592875840981,0.0104978434843373,0.151388537602352,0.112205040781294,0.013049399370371,0.0402163539509558,-0.0124574076687146,0.0153943961103787,0.0743661685572934,0.0130079993734512,0.108940837830354,0.178413452771773,0.035964035964036,-0.0725713032795746,-0.061171983304005,-0.00311882541162369,0.0640929656512588,-0.00388072204988042,0.0572912612541246,0.0280367823255801,0.0657020305887025
"B.Follicular:hypoxia1",0.00185030190888603,-0.0175729126545771,0.0181432747490209,-0.00289906219186423,0.100195089967752,0.119232808357335,0.0385601842799337,-0.0328988113263481,-0.00904357974858497,0.0121793887632118,0.00478019730070261,-0.0252496171153593,-0.0612833418434267,-0.0381027839450543,0.945054945054945,-0.0109565530161498,0.00160731108245208,-0.000119599547133611,0.0095882247725725,-0.0005243801414891,-0.00213169122394118,0.0147168456801889,0.0593935369321518
"B.MZ:hypoxia1",-0.0180295532698134,0.00822433753819511,0.0040617947939161,-0.00309957820611142,0.072352895412246,0.056717713139868,-0.0253954523130109,0.0233925668240907,0.0196114530858018,0.00629311817420442,0.0540630341247488,0.00261081816208958,0.288193855717982,0.261190206055809,0.0759240759240759,-0.0781137706243363,-0.0382466921805174,-0.0022107497859534,0.0687209663797925,0.000481108293902338,0.0387278004744198,0.0115363255645015,0.108863399923965
"Plasma.IGHG:hypoxia1",0.0384480361364663,0.0157029767415178,0.097274923882039,0.0156009612967599,0.236518794470487,0.109481795686938,0.00736633577925634,0.0522289588860623,-0.0182852625245981,0.00407102607213197,0.032186895311471,0.00725395610375091,0.163421142095286,0.153772961876811,0.945054945054945,-0.0330449358615639,-0.0151324206597746,0.0417567245141958,0.0694197786413051,0.027075506438992,0.0422079270987667,0.0385406261941751,0.0859901677195672
"B.Cycling:hypoxia1",0.0291124121441321,0.000537409729807726,0.0270601271185673,0.00447091374015191,0.0114940353521285,0.0299974844044893,-0.0227777427300047,0.0206351529552094,0.00629494055138503,-0.00144820209273592,0.0274616949228631,0.0246289668667642,0.0182018556549544,0.0122131152680662,0.945054945054945,0.00262508556785282,0.000558034967849327,0.0152952156831648,0.0119247468084792,0.0157655204293596,0.0152074854615103,0.0148804839553276,0.0158261283462426
"Mast:hypoxia1",0.0176354337737003,0.0580952780789653,-0.0434409964056914,-0.0567928205994495,-0.0291337881090276,0.0697711381233079,-0.00799464366802429,-0.0138352384082118,-0.0100634221882962,-0.00891923594963071,0.00616002112924079,0.0157806978118025,0.0073459321679025,0.00700345072096603,0.839160839160839,-0.00973726745112176,-0.0119854700466038,-0.00612577628811884,-0.00187980990631094,-0.0129027813159956,-0.000917311269391754,0.0536920663266965,0.0266926984415242
"Plasmacytoid.DC:hypoxia1",0.0736590423839629,0.0140218188983021,-0.0519649446908987,-0.00449933318455895,-0.00921465560819649,0.051948680608398,-0.0186201282892078,-0.0315455474040305,-0.00089416256087866,-0.00549332438412554,0.00804514964191162,3.1899823493432e-05,0.00141103020383071,-0.0434367166666872,0.635364635364635,0.0125809233152511,0.00795498632937367,0.00780414585170182,-0.0047515552563683,0.00476124285687157,-0.0031937434725021,0.0519591077549596,0.025564017583199
"SmoothMuscle:hypoxia1",0.141948606755571,0.0713826268774413,-0.0469760574160931,-0.0142420441469983,0.242252527369756,0.148236478623172,0.0628822668643556,0.12706703430138,0.0497180142392346,0.0524750694142214,0.0551367256420706,0.0379715640151341,0.344946934512563,0.269585940950416,0.23976023976024,-0.10099897257575,-0.0664043592176461,0.0380282830174803,0.125093682889573,0.0285702913652215,0.0949746505828677,0.0853812448854873,0.109973306130708
"Pericyte.PTN:hypoxia1",-0.0507626185110526,-0.0964998771043979,-0.115528040004646,-0.131390172057694,-0.00744097718304064,-0.0657531590350559,0.0137112570300944,0.00255965411104764,0.00527273233676515,0.0253483481044265,0.00287860117708985,-0.0257894629158469,0.0360611583565574,-0.00698017206499543,0.003996003996004,-0.096531974911152,-0.108733086198591,-0.0985451769194477,-0.0137747447400593,-0.106013958554522,0.00271912764406874,0.0349025666849262,0.0283347446393527
"CAF.COL:hypoxia1",0.128701148489978,0.0914532292479916,0.364816443930126,0.260109335540051,-0.0185691890592758,0.0363345245724848,0.108752657758421,0.0441974580512925,0.10763899588358,0.0942910943479891,0.01771272520239,0.0447220464372406,0.275618777353866,0.298309894806455,0.141858141858142,0.110369140766592,0.124898671622399,0.211270039302037,0.11537439280859,0.194405242015014,0.0695065703926148,0.125346805480765,0.106134571193901
