"","BW11.C","BW11.D","BW14.A","BW14.B","1174.C","1174.D","BW09.A","BW09.B","BW09.C","BW09.D","BW19.C","BW19.D","BW23.A","BW23.B","wilcox.pval.2v4","mean.diff.2v4","median.diff.2v4","mean.p53.2v4","mean.wt","median.p53.2v4","median.wt","sd.p53.2v4","sd.wt"
"CAF.COL:TAM.FABP4",-0.0120145393249105,0.028736500184848,-0.11324671152218,0.0588081610192038,-0.0425766127061808,-0.0547146210756986,-0.00201650907919793,-0.00437168302002985,0.00402526544791383,0.0168529142498481,0.0030709400113382,0.0517816373882327,-0.0224873568152893,-0.0622172855245581,0.733266733266733,0.0018361837016024,0.0115550764795826,-0.00942914741075977,-0.00489501364585618,0.00836098042996875,-0.00319409604961389,0.0750504669928548,0.0348460467038037
"CAF.ISG:TAM.FABP4",-0.00885781477215674,0.0246453351974117,-0.035266551180086,0.00664297653345538,0.0145169025958124,0.00600058870406887,0.0117230793379943,-0.0121867565809853,0.0123610872456217,0.0182913419024245,-0.0202487958920187,-0.00060833429338805,0.0496502684074347,-0.00434832846311491,0.635364635364635,-0.0107241188517289,-0.00996925314038227,-0.0032090135553439,0.00743582086339137,-0.00110741911935068,0.0088618340210316,0.0253805773962346,0.0192923060664986
"Pericyte:TAM.FABP4",-0.00906691827296909,-0.00223816040145495,-0.060061101334959,-0.0464943101869928,-0.0342067697747866,-0.054889813255065,-0.012054332926123,-0.0125314332141526,-0.00932310083177247,-0.0135907867957593,0.00293060732960399,0.0565881638610131,0.0161071230195703,-0.0319599552722047,0.53946053946054,-0.0201720927631263,-0.0154877311598432,-0.029465122549094,-0.012674964367879,-0.027780614229981,-0.0122928830701378,0.0281868843906249,0.030523308085906
"SmoothMuscle.Pericyte:TAM.FABP4",-0.00515185446360157,-0.00891192259178656,-0.04568521208719,-0.00976073641653452,0.00164036926763751,-0.0358929098883809,0.0237529543877464,-0.0336540340778429,-0.0193214651347723,-0.0271221428326677,-0.0162401199570292,0.0925095963188691,-0.0203508907502953,-0.0211028549745792,0.945054945054945,-0.0117992816256467,0.0104998484383733,-0.0173774313897782,-0.00595838491434991,-0.00933632950416054,-0.0198361779425338,0.0189778297030591,0.0386822050561223
"CAF.Complement:TAM.FABP4",0.0209452254045491,0.0364790365253145,-0.0669504587290087,0.0430059171211207,-0.0440286772899947,-0.0459317203188423,0.0152330844979577,-0.0242766745686197,-0.00590952870744502,0.0154539985429382,-0.00884491255864037,0.0151222608802165,-0.0109047755342206,-0.0403391560354298,0.187812187812188,0.0218125401897019,0.0385869750113622,0.0083699300804939,-0.00831092581554177,0.0287121309649318,-0.00987484404643047,0.0510590262549355,0.0244709328097568
"CAF.ADH1B:TAM.FABP4",-0.00477121345278583,0.00831735970079766,-0.0292516144373577,0.0329992591799383,-0.0504806493678297,-0.0334784421592355,0.027062709693842,0.0102410489686395,0.00316010588731752,-0.0144765380761809,0.0603312112565025,0.0209520779886634,-0.00750655826185154,-0.0417351319490928,0.733266733266733,0.00441646434957069,0.00394629931127292,0.00182344774764813,0.000642644832792063,0.00177307312400592,-0.00217322618726701,0.0259695408576243,0.0342145270354511
"Myofibroblast:TAM.FABP4",-0.033468435158851,-0.0353612326411285,-0.0723445046715149,-0.00797303045933165,-0.0177044736530938,0.00677263051156987,0.0124729870501865,0.00218057358065028,-0.000614761043066169,0.00812442628266692,0.0298686476168892,0.113810716958149,-0.0260301080600974,-0.0243720574942789,0.013986013986014,-0.047737658907664,-0.0388914359460998,-0.0372868007327065,0.00877595920820394,-0.0344148338999897,0.00447660204611007,0.0264992293047191,0.0402911710803308
"CAF.OGN:TAM.FABP4",0.00687492858887408,0.0180302751561743,-0.0347224690993345,-0.000733578002299842,-0.0290023290404556,-0.0203873023193949,-0.0173888082022125,-0.0062887179140755,-0.00835111700948858,-0.0182906806012332,-0.028152960687991,0.00928500234737133,-0.00761459559195798,-0.0228862538975103,0.303696303696304,0.0122700654525483,0.0209104196950099,-0.00263771083914649,-0.0136192128108407,0.00307067529328712,-0.0178397444017228,0.0227355330445932,0.0117432305295924
"CAF.Ribo:TAM.FABP4",0.00928365853969271,-0.035941573692434,-0.025816484793375,0.0497585316623924,-0.00833764097257768,-0.0304213669442064,0.0039863212730072,-0.0217313181881528,-0.039719172626574,-0.0187573325410836,-0.0150710737599532,-0.0119071174368303,-0.0343891882164511,-0.0819945945501639,0.453546453546454,0.0251552813253676,0.0119779122377771,-0.000678967070930979,-0.0189621774818721,-0.00826641312684112,-0.0202443253646182,0.0388095409683431,0.0236011524647339
"CAF.APOE.IGFBP:TAM.FABP4",-0.0414947842371917,0.103317653701546,-0.0368950949470022,0.0178205821880436,0.00661635384375819,-0.0473064382760709,-0.00817948149197392,-0.0392098541753163,-0.0187841544160624,0.00150836665753494,-0.0198670061538048,-0.0170910193740457,-0.0490169465044286,-0.0557354218737254,0.373626373626374,0.0353936493527624,0.00978832390545427,0.0106870891763489,-0.0208404563250992,-0.0095372563794793,-0.0193255802849336,0.0673753673229315,0.0219415118108037
"CAF.Cycling:TAM.FABP4",-0.0171359435151302,-0.0136741313297702,-0.0421835868943868,0.0246042385866079,0.0190783999740965,0.113198515922259,-0.000399546461387481,0.00657431852255277,0.0257894624931948,0.00990989666085653,-0.0302371928459182,0.0731391343039334,-0.0302670968352687,-0.00860331303062759,0.23976023976024,-0.029915613658539,-0.0236471450141548,-0.0120973557881698,0.018435165208209,-0.0154050374224502,0.00824210759170465,0.027568471842658,0.0448000556671529
"Endo.IFN:TAM.FABP4",-0.0143458565011437,0.0195949493810241,0.00746076573618415,0.0251452106773528,-0.0298021901067774,-0.0418949417802931,-0.00286666286181056,0.000804861602205546,-0.00148089784913389,-0.0158841033101779,-0.0122968129625758,-0.000447633178258779,0.0252586929044667,-0.0307609692541052,0.141858141858142,0.0204008330030004,0.0211095954707973,0.00946376732335432,-0.00765685873810069,0.0135278575586041,-0.00758173791219318,0.0175067483900031,0.019568048676034
"Pulmonary.Venous:TAM.FABP4",-0.0140951197233859,-0.0318987489513675,-0.0111579439671388,-0.0243254279799622,-0.0538717060044522,-0.0806158587839605,0.0063592731971468,0.0743955920896443,0.0240586872718863,-0.0159665050346555,0.0118821868628933,-0.0147146071081671,0.0909481761249687,0.000713385294157473,0.303696303696304,-0.0246881725464097,-0.0227466030973262,-0.0203693101554636,0.00171483599359084,-0.019210273851674,0.00353632924565214,0.0095357845302698,0.0519114968555433
"Aerocyte:TAM.FABP4",0.0114379739363191,-0.00518028653059356,-0.00960033078660851,0.00960102246300891,-0.0442203600203801,-0.0156714350065492,-0.00551417442722657,-0.0158010563943568,-0.00307116194226337,-0.00419856312781853,0.00131921862252374,-0.01842361955509,-0.0415153207418678,-0.0109069950968778,0.0759240759240759,0.0173649415395221,0.0154995830179212,0.00156459477053149,-0.0134911313842634,0.00221036796620767,-0.0132892150517135,0.0105232563507464,0.0156180753534934
"Arterial:TAM.FABP4",-0.0149507195483282,-0.042211994171222,-0.00494015331252548,-0.0201244317834691,-0.0673201642221436,-0.0594589486177751,-0.00713720702306981,-0.0060957635084562,0.0151744259203247,0.00577112532708546,-0.00810211042913828,0.0146285955572927,-0.0189079547276982,-0.0203707739639896,0.635364635364635,-0.0053749471351294,-0.00991791693979461,-0.0205568247038862,-0.0156312006791852,-0.0175375756658987,-0.00761965872610404,0.0157526946759126,0.0282179283989519
"Capillary.PLVAP:TAM.FABP4",-0.0229791009598054,-0.00170680450876352,-0.0325820273401644,-0.0376465123133343,-0.0590061694517973,-0.0232606077062178,-0.00926844058919036,0.00209670029149439,0.0378163047718856,0.0453934187782256,0.0265558434778308,0.0447990585558757,-0.00515931103127714,0.00745397239998914,0.105894105894106,-0.0304706882301988,-0.0325559004957267,-0.0237286112805169,0.00270675065304403,-0.0277805641499849,0.00477533634574176,0.0158914304401022,0.0332390534553938
"Systemic.Venous:TAM.FABP4",0.00156279308040634,-0.0151219205825887,-0.0533711763670327,-0.0344031183911528,-0.0342435133488498,-0.0825233739478625,-0.00404717680618975,0.0158452612072953,-0.00278383841524344,0.00578320098508106,-0.0155665736809966,-0.063758118769507,-0.113595721823352,0.0170820709345324,0.839160839160839,0.00244742280141729,-0.0149556442432776,-0.025333355565092,-0.0283828092778405,-0.0247625194868708,-0.00980687524359316,0.0237771333386047,0.0448167344609352
"Capillary:TAM.FABP4",-0.045204252541807,-0.0314137388276908,-0.0294652938885559,-0.0346772127176516,-0.0581889590524511,-0.0653803371396604,-0.0149099184019042,-0.0144320880865244,0.0135992181952626,-0.0064053778851818,0.063663073474144,0.0195977096554958,0.000733963749755533,-0.0058192007409523,0.105894105894106,-0.0284359328707247,-0.0269331864596042,-0.0351901244939263,-0.00929264808633344,-0.0330454757726712,-0.00611228931306705,0.00701381050047992,0.0370170678019718
"Lymphatic:TAM.FABP4",-0.0249593463782471,-0.0413790078983111,-0.0200799399278554,0.0226067718566395,-0.0448178745620553,-0.0729736029377831,0.0237877278268799,-0.0219432777147704,0.0192471287884257,0.0410703775364466,-0.0112603366146513,-0.0229264944687067,-0.0503581749073812,0.00882456475906434,0.945054945054945,-0.00281788435749036,-0.00591783598834043,-0.0159528805869435,-0.0098857445852629,-0.0225196431530513,-0.0166018071647108,0.0272732090244689,0.0364833854249816
"Capillary.ECM:TAM.FABP4",-0.0234399057997326,-0.0162158286712368,-0.0266827327239055,-0.0334767293498702,-0.0280063108623315,-0.0173766890509374,0.00357366825336157,0.00894064321128235,-0.0178571490273323,0.00277148086632316,0.00729535103796466,0.0158569432996156,-0.000738225218751376,-0.0269289677470247,0.105894105894106,-0.0197068736124033,-0.0260779470856049,-0.0249537991361863,-0.00781327132615456,-0.025061319261819,0.00101662782378589,0.00717108898421428,0.0158487456823378
"Endo.Cycling:TAM.FABP4",-0.00575246702400035,0.0512869624585915,-0.0121562773144269,-0.0145098557550603,-0.0354543969574857,-0.0367906507993793,0.0043659612409581,-0.0134517579408612,-0.0037830404059471,-0.0163044835785105,0.0342314326082416,0.00691586303669088,-0.0362093511845248,0.0231007483587262,0.635364635364635,0.0120550581534852,-0.000336972995809436,0.004717090591276,-0.00798995739792293,-0.00895437216921361,-0.00861739917340417,0.031266332333059,0.024981436190021
"Nonmalig:TAM.FABP4",-0.0153871291309456,0.0131571105076516,-0.014494596935178,-0.0402951112834495,-0.0774416084876066,-0.0522621546267515,-0.000834224304553649,-0.0295204761724642,-0.0399115677026798,-0.0296322302887499,-0.00528013639795577,-0.00938938527827824,0.0212234561989979,-0.0322477326737163,0.733266733266733,0.0112746742628954,0.0146354901975453,-0.0142549317104804,-0.026871924637928,-0.0149408630330618,-0.0295763532306071,0.0218391874175755,0.0282065323871019
"mean_nUMI_factorsfact_14:TAM.FABP4",0.0934749472411806,0.118308678085426,0.156689285381925,0.206049256677507,0.238531186909261,0.269105772720134,0.0238222042413602,0.00615424702201891,0.0483204306315492,0.0503470949249008,0.105109876567898,0.184085018470281,0.11684454884264,0.149644689662871,0.53946053946054,0.0244340348472183,0.0265217690284068,0.14363054184651,0.127092211515493,0.137498981733676,0.110977212705269,0.0490693631451986,0.0904885501058314
"hypoxia1:TAM.CXCL",-0.0270992532561257,-0.00231000682429232,-0.0450678776408346,-0.0158148562855402,0.0348454755495577,0.0481402453266711,0.0496135993875576,0.0419219484895709,0.096374890362484,0.0903336473415874,0.00403511048549027,0.02215772959449,-0.0271645147669704,-0.0665469365406241,0.0759240759240759,-0.0519441180246796,-0.0598407667903972,-0.0225729985016982,0.0252633035403886,-0.0214570547708329,0.0383837120195643,0.0180994280528305,0.0497169352241044
"hypoxia.hallmark1:TAM.CXCL",-0.0074150432337369,-0.0147797142285695,-0.0499959527851325,0.0154993521136796,0.0585667600518651,0.0337973730888867,0.075273393380635,-0.0110991238209413,0.100359478995216,0.0722167672848926,-0.0546174581270088,-0.0108777033169405,-0.0186588954564374,-0.0178956580239932,0.453546453546454,-0.0368793329390572,-0.0225572136171263,-0.0141728395334398,0.0220512987427139,-0.0110973787311532,0.0114598348859731,0.0271401947174964,0.0519217790979442
"pemt1:TAM.CXCL",-0.0142264159768538,0.00683219791568445,-0.0619394213244262,0.0126575572812779,0.0675435813726959,0.0207963491325539,0.114818442061403,0.0350241394419891,0.116160093022319,0.115720975972179,0.00906589000595869,0.0322467490269789,-0.105715043950985,-0.0491505402262546,0.105894105894106,-0.0498200841119632,-0.0373325532650687,-0.0141690205260794,0.0335607448309196,-0.00369710903058466,0.033635444234484,0.0338759055946127,0.0732519290245151
"emt.hallmark1:TAM.CXCL",-0.0194810850773131,-0.0343117548408402,-0.0542470164366405,0.00205743935301147,0.0770148009338875,0.0291499271650115,0.0833138890075624,0.035150759345086,0.0944946046643554,0.0820253522170918,-0.022312450968693,0.0158596342633278,-0.0946993328169773,-0.0556108124792239,0.187812187812188,-0.0509342413835884,-0.0590467632141254,-0.0264956042504456,0.0224039827894945,-0.0268964199590766,0.0321503432550487,0.0237747265433343,0.0645089108713292
"Glycolysis.Hypox:TAM.CXCL",-0.0460542296963921,-0.0116779055232114,-0.0569171736792163,0.0266192491777634,-0.0519399304671812,-0.0640478243237815,-0.0398887553975125,-0.0557061057885187,-0.0630211182723534,-0.0651774150706777,-0.0332204410390107,-0.0371253163247569,-0.0126636244441401,-0.0428734348642193,0.303696303696304,0.0245588816689511,0.0185406150558985,-0.0220075149302641,-0.0399131560740353,-0.0288660676098018,-0.0474066826657003,0.0377191011872934,0.0167000089295635
"Secretory:TAM.CXCL",-0.0425384612427035,0.0446871423703467,0.00367568443020788,-0.0180733158750185,-0.0499074184592612,-0.0509121251789215,-0.00200890532397809,-0.0301289850616484,-0.0178886101606625,-0.0030483279183748,-0.0255232531175852,-0.0272142165446033,0.284952894370091,0.0211017255818329,0.635364635364635,-0.0130045153979808,0.0145071159167185,-0.00306223757929184,0.00739540566471551,-0.00719881572240533,-0.0217059316391239,0.0370094924080529,0.0990907984334178
"B.T.Myeloid:TAM.CXCL",-0.0112830560809767,0.0675666756651536,0.0162522519939291,0.0151005017914922,-0.0208658538107905,0.0491558969967411,0.000379546697934937,1.09229121057628e-05,-0.0110914377753605,0.0268412924033676,0.0242868442197265,-0.0215131336943283,0.0231327893885576,0.0278544139120351,0.839160839160839,0.0120899652174006,0.00392020884946437,0.0219090933423995,0.0102992530037711,0.0156763768927107,0.0117561680432463,0.0329883331894356,0.0237926517158634
"Ribosome:TAM.CXCL",-0.0435020362506326,0.00310715258271144,-0.0746151567006649,-0.0378977689784547,-0.0819211939063657,-0.0903755540767427,-0.107182737868611,-0.0920324716433291,-0.127457811963759,-0.102772260505844,-0.031924039712148,-0.04473536823454,-0.0509364066581081,-0.0618856156080725,0.053946053946054,0.0408953936809919,0.0454484713770105,-0.0382269523367602,-0.0753746571959977,-0.0406999026145436,-0.0861483739915542,0.0319402803071866,0.0307062377143081
"MT.respiration:TAM.CXCL",-0.044160756228066,-0.00766618774723938,-0.0391497976418379,-0.0387973570109515,-0.0635103699273931,-0.0644675527255439,-0.0409600612669617,-0.0393823158734697,-0.0600489730445803,-0.024308140811992,-0.0321181797730908,-0.0223767101243757,-0.0278793775046924,-0.0180039378274857,0.733266733266733,0.00686203723093481,-0.00322332950311448,-0.0324435246570237,-0.0392593614445942,-0.0389735773263947,-0.0357502478232802,0.0166988544812617,0.01763681402547
"AT.SFTPA2.1:TAM.CXCL",-0.0125416053609121,0.0272258774118669,-0.0252391610887514,-0.0423492623855832,-0.0516238722628755,-0.0489945205012128,-0.0664150055805992,-0.0446613697574218,-0.0643186379295932,-0.0347434467983079,-0.0289893964632618,-0.00956065919971576,0.105080599207589,-0.0325215711724868,0.187812187812188,0.0144487501899436,0.0208120250530331,-0.013226037855845,-0.0290088311675881,-0.0188903832248318,-0.0397024082778648,0.0296046349607895,0.0496515745763299
"HLA.D.AT2:TAM.CXCL",0.013413307734992,0.0472195520012048,-0.00167316406800654,-0.00044460288384886,-0.0673458451601255,0.0371710939304136,-0.011277738554252,-0.030147122369943,-0.0388395165401651,-0.0387470775677293,-0.0341460340243808,-0.0341444392807516,0.0148657970113202,0.0853893186070609,0.187812187812188,0.0263509295909406,0.0386301332509189,0.0146287731960853,-0.0106969242574911,0.00648435242557157,-0.0321457808253473,0.0227786160277635,0.0452561426701289
"AT.SFTPC:TAM.CXCL",-0.0420408857227146,-0.00326416619899577,-0.0461864271703721,-0.00336584899316259,-0.044419633824813,-0.0260546486254274,-0.0712434165825265,-0.0936406731592872,-0.0990812174661931,-0.0761917660900934,-0.0636558168014727,-0.0476668297434352,0.0189967152723511,-0.0537868644571321,0.0759240759240759,0.0319600831264917,0.0360179732713638,-0.0237143320213113,-0.0509190909519265,-0.0227033673579386,-0.0587213406293024,0.0236158680740014,0.0344804423855567
"OxPhos:TAM.CXCL",0.0152152011177407,-0.00971393228707297,-0.0143250680294835,-0.0257892496898694,-0.0300604873432061,0.0238885453455303,-0.0385368192743404,-0.0395194448670881,-0.0507538126751102,-0.0200918080938614,-0.0126464886034541,-0.0208489149761851,0.104149691563098,-0.00964705827773788,0.53946053946054,0.00075339749806423,0.00845086137674498,-0.00865326222217129,-0.0108959860811113,-0.0120195001582783,-0.0204703615350232,0.0172881463321382,0.0449082783247317
"metallothionein:TAM.CXCL",-0.0323590352436467,-0.00257574610750807,-0.0435685300236918,-0.00673296303845051,-0.0254201696805109,-0.0720580870856245,-0.0438924297972305,-0.0438880538091418,-0.0593773017525828,-0.0553588047012264,-0.0291688633966151,-0.0117374014889695,0.0129085606858277,0.0568159273108872,0.453546453546454,0.00580859376819439,0.0169824594618298,-0.0213090686033243,-0.0252645078866943,-0.0195459991410486,-0.0365284586028785,0.0198409140468853,0.0384579343335499
"Hypoxia:TAM.CXCL",-0.0296221621596931,-0.0341080307085128,-0.0260138042787621,0.0107391236752852,-0.000998552674679459,-0.0125095170510365,-0.0217957918417831,0.00448755598809926,0.0149199340001178,-0.0153457383286858,-0.03144679778568,-0.0413468725952938,0.014407470153336,0.026759653137733,0.303696303696304,-0.0134643526681334,-0.0210639483563696,-0.0197512183679207,-0.00473904848387157,-0.0278179832192276,-0.00675403486285798,0.0205947771059045,0.0219536084957339
"CC.S:TAM.CXCL",-0.0176477627987992,-0.0466001662005878,0.0089577149803694,-0.00952903893852907,-0.0406385515102236,-0.0415312695707539,-0.022996438216798,-0.0295753937546373,-0.032309039185362,-0.0429392882934484,-0.0183237640109435,-0.0209854866956537,0.0182494919887724,0.0241191754496463,0.635364635364635,0.00448824314055349,0.0126975151170535,-0.0162048132393867,-0.0196781457034482,-0.0135884008686641,-0.0262859159857176,0.0231205419053636,0.0237497100281835
"JUN.FOS:TAM.CXCL",-0.00412209025649018,-0.0499214577115326,-0.0211574830284653,-0.0190567863507048,-0.0464665485868394,-0.0435583442277905,-0.0231958701458234,-0.00182867978864018,0.00239452250425152,0.000175001709589397,-0.0443037419790734,-0.0351583966599939,-0.029837481539869,-0.0224288145057702,0.945054945054945,0.000856380985197684,0.00640954115326121,-0.0235644543367982,-0.023933194506424,-0.020107134689585,-0.0265166758428462,0.0191381793759578,0.0189505666002612
"pEMT:TAM.CXCL",-0.0346047920466288,-0.0122539089818784,0.000327485019772917,-0.00630268337422757,-0.0321204295291327,-0.0521351626793259,0.00151044636974892,0.0213883337910277,0.054770054333196,0.0113420278046933,-0.0264420250607115,-0.0270439673380229,-0.0228392813058497,0.00373073014267467,0.635364635364635,-0.00642454749857028,0.00138612128999739,-0.0132084748457405,-0.00674017789508451,-0.00927829617805301,-0.0106644174680504,0.0151616374564039,0.0313472153146574
"TNFA.NFKB:TAM.CXCL",-0.0299357749059081,-0.0133730944951775,-0.0339409763856149,-0.00218554090895432,-0.0288393705118062,-0.0409357501320454,-0.0205975271979961,0.0245336048766497,-0.0146260473547589,-0.0183685112161372,-0.0129981538639679,-0.0403607720416672,0.0939899592994066,0.055118641979898,0.733266733266733,-0.0195504540576713,-0.00515715541509479,-0.0198588466739137,-0.000479042461034451,-0.0216544347005428,-0.016497279285448,0.0147677754790137,0.0444148302275175
"S100A.KRT.Trachea.ECM.KRASup:TAM.CXCL",-0.0224034732413745,-0.0373134165620967,-0.0170395407270678,-0.0341886099746178,-0.0430974218851155,-0.0322166958172547,-0.0219607186138856,0.00143407991330265,-0.0158375560999399,-0.00223554237760072,0.0256650050297232,-0.0134639606588638,-0.00179269283443483,0.0118741409987809,0.0759240759240759,-0.0185731238917604,-0.0204462900897639,-0.0277362601262892,-0.0114381793018097,-0.0282960416079961,-0.00784975151823226,0.00959536634400083,0.0204939228879449
"Ciliated:TAM.CXCL",-0.0179460570912227,-0.028780179931716,-0.018838609302989,0.0189829867307053,-0.0192272705763529,0.0562861211764203,-0.0582245574253792,-0.0425369826138841,-0.0563098158455119,-0.0335243379910463,-0.0235301168800721,-0.0272804140801449,-0.0539124132385235,0.0179225200176739,0.187812187812188,0.0123882618468765,0.0120100428384897,-0.0116454648988056,-0.0201231164296469,-0.0183923331971059,-0.0304023760355956,0.0210011055016549,0.0361807778175859
"IFNG:TAM.CXCL",-0.0226237865632134,0.00919320628239445,-0.0212685420473232,-0.00389001511231965,-0.0129083925077303,-0.0478667355581142,0.0178396069107489,0.0125691301542223,0.0786314896506223,0.00890348078114005,-0.00957023308134573,-0.0201168223568957,0.0546816170421983,0.0243653162090833,0.23976023976024,-0.0203001300845084,-0.0233155840475026,-0.00964728436011546,0.00933076746650996,-0.0125792785798214,0.0107363054676812,0.0151828134909356,0.0367294330527609
"CC.G2M:TAM.CXCL",-0.0230731265562728,-0.0139398383390462,-0.0212867441765676,-0.00390720597391271,-0.0412716524167606,-0.0463469991828684,-0.00234294389323229,-0.0258811751380102,0.0520180833666466,-0.0345714277644422,-0.00769291949823046,-0.00563342450813054,0.0242275902448161,-0.0126864738758467,0.945054945054945,-0.00553359449484396,-0.00742359457076831,-0.0155517287614498,-0.0094625953309065,-0.0176132912578069,-0.0101896966870386,0.00871119831563401,0.0303003335929935
"EMT.COLs:TAM.CXCL",-0.0076765233100601,-0.000154416573140741,-0.0176636597196133,-0.0175621950247919,-0.0151104330794288,0.0348175544933332,0.00274880398696707,-0.00506911528553671,0.0389829778267598,0.0227989637561714,-0.00664294817286063,-0.0289020744453504,0.0200818728994711,0.0552354832168018,0.105894105894106,-0.0226583071765343,-0.0240346976106451,-0.0107641986569015,0.0092162627428669,-0.012619359167426,0.0114153384432191,0.00848364175901894,0.0267338843848564
"TAM.SPP1:TAM.CXCL",0.000608746674604701,0.0603009389193495,0.00884981855060419,0.00728634053429877,0.0365479837684009,0.0303585379246365,0.0606952273469878,0.018360511871639,0.112174562665687,0.0672122772361829,0.0279377354428477,0.0235361043795422,-0.0106875540307838,0.000273500320391514,0.373626373626374,-0.0173794275228389,-0.0210800571412906,0.0192614611697143,0.0339722934054391,0.00806807954245148,0.0291481366837421,0.0275920780192413,0.0355937796136791
"CD14.Mono:TAM.CXCL",0.0360819164576293,0.0181682328293143,0.01365966630593,0.0401401049093679,-0.018473921748783,0.0606461798140747,0.045159028802369,0.169706242901976,0.129493973238297,0.0762025032950992,0.0467211690000244,0.0180256721866876,-0.0117448716617701,0.0329437625259683,0.373626373626374,-0.027855493709834,-0.0188150242577249,0.0270124801255604,0.0535290766603011,0.0271250746434718,0.0459400989011967,0.0130525547305851,0.0587465202267749
"TAM.FABP4:TAM.CXCL",-0.0081542838577945,0.0305026660918664,0.0786354394346833,-0.0107412641597742,-0.00255185860221278,0.0387838945433256,0.0149930923603909,-0.0200841707570796,-0.0135246604665577,0.0169009540558195,0.026455697245909,0.0252326521840455,-0.0448431984236377,-0.0193457419009306,0.373626373626374,0.020358973353338,0.00495357423794691,0.0225606393772452,0.00102503600720893,0.011174191117036,0.00622061687908905,0.0418723547556171,0.0264169881690045
"TAM.CXCL:TAM.CXCL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.27809237396336,0,0,1,1,1,1,0,9.06493303673679e-17
"DC2:TAM.CXCL",0.0648072927323827,0.111123498150911,0.0574037257856492,0.0816891006400875,0.00338473398308706,0.0471974536763174,0.0696633989376733,0.146477324401018,0.128042156774268,0.120447899746716,0.00879860721460259,0.0308631060430457,0.0507991608221175,0.0220815209785691,0.453546453546454,0.015980368069516,0.0242498894370176,0.0787559043272575,0.0644949512015911,0.0732481966862351,0.0489983072492174,0.0238519325872487,0.0517907733371338
"TAM.APOE:TAM.CXCL",0.0107394981448243,0.0132756484147841,0.0326743317009818,0.020441041185628,0.011623477473272,0.13786242803525,0.147655469092493,0.0276032484443182,0.11940934434428,0.186205384864517,0.0104574215792021,0.0453139241947981,-0.0437915969903825,-0.0474688270104956,0.635364635364635,-0.0402043975411707,-0.0196002415193521,0.0192826298615545,0.05593739229208,0.016858344800206,0.0364585863195581,0.00982765690255665,0.0827196783277611
"TAM.FOLR2:TAM.CXCL",0.116630671218751,-0.0194131638189726,0.0153784479004665,-0.00393612622767225,-0.00590775289185442,0.0996903582610374,0.0374278553135605,0.168302506434245,0.0348207569120881,0.0105594672517213,-0.00882118889876625,0.0244619262353321,-0.0561560083354099,-0.00212361425333249,0.839160839160839,-0.00306047333471896,-0.0117895359071296,0.0271649572681432,0.027119834527359,0.00572116083639713,0.0175106967435267,0.0613183891242696,0.0630009472834847
"CD14.Mono.Ribo:TAM.CXCL",-0.00949359902807543,-0.0336234324685413,-0.0228024890579995,0.000190866272314959,-0.0136026828678037,-0.0101187248602073,0.0425287534170431,-0.0118820881415852,0.0237322349413743,0.0161094579176426,0.262275817326917,0.0285457118318879,-0.0366962030240044,-0.051627890572685,0.453546453546454,-0.0413586021674332,-0.0191434105717551,-0.0164321635705753,0.0226777502037177,-0.0161480440430375,0.00299536652871764,0.0148390203203801,0.0884824358453572
"CD16.Mono:TAM.CXCL",0.0351668665140853,0.0382538735424205,-0.00944354152818557,0.00385007938743516,0.0193487766336384,-0.00813351310192767,0.0269474742997858,0.0960789513362475,0.00895559184854862,0.0274316632381227,0.0700094037093135,0.140346976728413,0.00262417580698966,-0.0290566679572358,0.839160839160839,-0.0184984637752507,-0.00363965251595194,0.0169568194789388,0.0325820829026664,0.0195084729507602,0.0231481254667121,0.0234800342272453,0.0517575060113239
"Myeloid.cycling:TAM.CXCL",0.114252335990512,0.0290850564454994,0.000949147742639703,0.0586923499221612,-0.0333687642623074,0.0967135352616316,-0.0165505145256571,0.0290464290139559,-0.00116659548151229,0.0295737890462955,0.00366616796179028,-0.0140163077792718,0.00183396707907745,-0.0216556839927807,0.105894105894106,0.043337120293081,0.0435550173850477,0.0507447225252031,0.0120698520221257,0.0438887031838303,0.000333685798782583,0.0484600252851431,0.0374077693827418
"Mreg.DC:TAM.CXCL",0.0098643242508451,-0.00444904284954556,0.017581804344688,0.0288608290516373,0.0545795899081696,0.129907037794198,0.0251482815885137,0.0310919819151901,0.0281725132867805,0.0397525555420249,0.00415495890381458,0.083537278157525,-0.00590054807896559,0.00567706015383076,0.303696303696304,-0.0266475922177019,-0.0159091833032188,0.0129644786994062,0.0386346852929744,0.0137230642977666,0.0296322476009853,0.0139863664685316,0.0410954148131108
"CD14.Mono.S100A:TAM.CXCL",-0.0137746303796142,0.00804298006380204,0.00275779063828077,0.0123385335287349,-0.0045810408059901,-0.0217172609943081,0.00552005426817423,0.00434163306302232,-0.00697029179638647,0.0978377506573905,0.0244177564905423,0.05767723808418,0.0308195700342556,-0.0424706009512478,0.839160839160839,-0.0121463123421624,0.000469541685443126,0.00234116846280087,0.0142921219616698,0.0054003853510414,0.00493084366559828,0.0114360615330214,0.04046998067804
