,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Hypoxia.PGK1,3.60E-35,0.668882399,0.899,0.811,1.12E-30,Hypoxia,PGK1
Hypoxia.TM4SF11,1.00E-31,0.667236073,0.895,0.809,3.12E-27,Hypoxia,TM4SF1
Hypoxia.EIF4EBP12,8.82E-29,0.66629103,0.569,0.387,2.75E-24,Hypoxia,EIF4EBP1
Hypoxia.NAMPT,6.11E-34,0.658330037,0.821,0.676,1.91E-29,Hypoxia,NAMPT
Hypoxia.VEGFA1,3.52E-41,0.65100999,0.774,0.568,1.10E-36,Hypoxia,VEGFA
Hypoxia.PLOD2,3.03E-21,0.647410585,0.415,0.24,9.46E-17,Hypoxia,PLOD2
Hypoxia.RP11-350J20.12,8.79E-16,0.644142839,0.405,0.26,2.74E-11,Hypoxia,RP11-350J20.12
Hypoxia.TPI12,3.13E-33,0.636899296,0.977,0.931,9.75E-29,Hypoxia,TPI1
Hypoxia.MED101,2.26E-27,0.625192855,0.663,0.522,7.07E-23,Hypoxia,MED10
Hypoxia.RALA,9.56E-30,0.619821894,0.665,0.499,2.98E-25,Hypoxia,RALA
Hypoxia.ENO12,2.40E-37,0.615150873,0.975,0.943,7.49E-33,Hypoxia,ENO1
Hypoxia.HK2,2.23E-31,0.602737599,0.355,0.166,6.96E-27,Hypoxia,HK2
Hypoxia.LGALS3,7.95E-36,0.598554393,0.958,0.9,2.48E-31,Hypoxia,LGALS3
Hypoxia.C4orf3,2.68E-38,0.591530472,0.9,0.83,8.37E-34,Hypoxia,C4orf3
Hypoxia.P4HA1,2.36E-31,0.576361503,0.595,0.407,7.38E-27,Hypoxia,P4HA1
Hypoxia.LDHA2,5.75E-37,0.574036578,0.971,0.929,1.79E-32,Hypoxia,LDHA
Hypoxia.DDIT3,2.26E-17,0.564220389,0.477,0.325,7.05E-13,Hypoxia,DDIT3
Hypoxia.PLIN2,0.000132168,0.56215914,0.258,0.197,1,Hypoxia,PLIN2
Hypoxia.ANGPTL4,1.92E-10,0.556538372,0.382,0.248,5.98E-06,Hypoxia,ANGPTL4
Hypoxia.ZNF622,3.83E-20,0.535851763,0.502,0.349,1.20E-15,Hypoxia,ZNF622
Hypoxia.KRT17,3.13E-05,0.535383575,0.394,0.334,0.975842232,Hypoxia,KRT17
Hypoxia.RND3,3.21E-19,0.531042621,0.46,0.31,1.00E-14,Hypoxia,RND3
Hypoxia.PERP,1.40E-28,0.522972004,0.953,0.877,4.37E-24,Hypoxia,PERP
Hypoxia.BNIP3L,1.29E-27,0.517525366,0.75,0.615,4.03E-23,Hypoxia,BNIP3L
Hypoxia.MIF2,8.98E-23,0.512746649,0.874,0.751,2.80E-18,Hypoxia,MIF
Hypoxia.TNNT1,2.44E-18,0.512588931,0.445,0.283,7.62E-14,Hypoxia,TNNT1
Hypoxia.CAV12,6.81E-13,0.512353014,0.53,0.388,2.12E-08,Hypoxia,CAV1
Hypoxia.PRSS22,9.77E-12,0.508055788,0.471,0.35,3.05E-07,Hypoxia,PRSS22
Hypoxia.GRB10,2.61E-18,0.508020032,0.318,0.169,8.15E-14,Hypoxia,GRB10
Hypoxia.BNIP3,1.51E-18,0.50774248,0.775,0.643,4.72E-14,Hypoxia,BNIP3
Hypoxia.PMAIP11,3.77E-14,0.503088967,0.52,0.393,1.18E-09,Hypoxia,PMAIP1
Hypoxia.BPIFA2,1.07E-05,0.498286258,0.158,0.098,0.335015957,Hypoxia,BPIFA2
Hypoxia.LAMB3,2.21E-17,0.496742959,0.72,0.626,6.90E-13,Hypoxia,LAMB3
Hypoxia.BRIX12,2.26E-16,0.491935649,0.611,0.486,7.05E-12,Hypoxia,BRIX1
Hypoxia.SLC5A3,1.09E-17,0.488879964,0.413,0.285,3.40E-13,Hypoxia,SLC5A3
Hypoxia.TMSB101,1.37E-10,0.487100414,0.996,0.993,4.27E-06,Hypoxia,TMSB10
Hypoxia.RPL31,3.51E-19,0.484916751,0.981,0.949,1.10E-14,Hypoxia,RPL31
Hypoxia.BZW11,2.32E-30,0.483017542,0.838,0.737,7.24E-26,Hypoxia,BZW1
Hypoxia.TREM1,2.56E-12,0.482937096,0.387,0.237,7.99E-08,Hypoxia,TREM1
Hypoxia.MT2A2,5.80E-07,0.481628995,0.87,0.82,0.018097032,Hypoxia,MT2A
Hypoxia.SEC61G2,2.19E-24,0.480632383,0.943,0.885,6.84E-20,Hypoxia,SEC61G
Hypoxia.HSPB12,5.87E-12,0.477790965,0.963,0.942,1.83E-07,Hypoxia,HSPB1
Hypoxia.C19orf332,1.46E-14,0.477023824,0.754,0.671,4.55E-10,Hypoxia,C19orf33
Hypoxia.ANKRD37,7.65E-15,0.47696394,0.415,0.297,2.39E-10,Hypoxia,ANKRD37
Hypoxia.MRPS30,5.47E-14,0.475996491,0.476,0.354,1.71E-09,Hypoxia,MRPS30
Hypoxia.ANXA22,7.95E-26,0.475052712,0.972,0.921,2.48E-21,Hypoxia,ANXA2
Hypoxia.C16orf131,2.77E-11,0.474041364,0.514,0.418,8.66E-07,Hypoxia,C16orf13
Hypoxia.TGFA,6.18E-17,0.466145608,0.326,0.188,1.93E-12,Hypoxia,TGFA
Hypoxia.PPP1R15A,7.76E-13,0.46600186,0.614,0.517,2.42E-08,Hypoxia,PPP1R15A
Hypoxia.LOX,1.89E-16,0.462176588,0.222,0.089,5.89E-12,Hypoxia,LOX
Hypoxia.FBXO32,6.46E-07,0.459928982,0.429,0.32,0.020144172,Hypoxia,FBXO32
Hypoxia.TARS,2.12E-21,0.458727924,0.536,0.401,6.61E-17,Hypoxia,TARS
Hypoxia.CA9,2.82E-16,0.449773995,0.299,0.142,8.79E-12,Hypoxia,CA9
Hypoxia.RPS172,7.09E-11,0.444673262,0.83,0.772,2.21E-06,Hypoxia,RPS17
Hypoxia.DYNLRB1,7.51E-22,0.442854786,0.852,0.778,2.34E-17,Hypoxia,DYNLRB1
Hypoxia.RPS152,8.77E-24,0.435215794,0.996,0.98,2.74E-19,Hypoxia,RPS15
Hypoxia.BUD312,6.47E-17,0.434820078,0.772,0.655,2.02E-12,Hypoxia,BUD31
Hypoxia.RPL36,7.49E-29,0.432576186,0.994,0.982,2.34E-24,Hypoxia,RPL36
Hypoxia.FAM162A,1.41E-13,0.432390409,0.582,0.497,4.40E-09,Hypoxia,FAM162A
Hypoxia.ANXA31,2.26E-17,0.43172144,0.503,0.364,7.06E-13,Hypoxia,ANXA3
Hypoxia.KRT151,2.82E-08,0.430838265,0.538,0.457,0.000878856,Hypoxia,KRT15
Hypoxia.RPS52,1.62E-17,0.430823258,0.985,0.964,5.06E-13,Hypoxia,RPS5
Hypoxia.IGFBP2,1.64E-05,0.430081256,0.616,0.552,0.511822303,Hypoxia,IGFBP2
Hypoxia.LINC001522,2.36E-10,0.42862292,0.382,0.279,7.38E-06,Hypoxia,LINC00152
Hypoxia.RPS192,2.74E-13,0.428197639,0.998,0.989,8.55E-09,Hypoxia,RPS19
Hypoxia.DNAJB1,2.53E-13,0.426415347,0.701,0.603,7.88E-09,Hypoxia,DNAJB1
Hypoxia.RPL37A,3.63E-29,0.424831527,0.998,0.994,1.13E-24,Hypoxia,RPL37A
Hypoxia.RPS28,5.66E-19,0.422801841,0.998,0.986,1.76E-14,Hypoxia,RPS28
Hypoxia.CCL202,0.000354034,0.422506136,0.24,0.174,1,Hypoxia,CCL20
Hypoxia.MET,4.00E-13,0.421586772,0.607,0.509,1.25E-08,Hypoxia,MET
Hypoxia.DNAJB9,1.89E-16,0.419306098,0.472,0.347,5.89E-12,Hypoxia,DNAJB9
Hypoxia.H3F3B1,1.52E-15,0.418443398,0.994,0.982,4.74E-11,Hypoxia,H3F3B
Hypoxia.PLAUR,2.50E-13,0.414596529,0.469,0.338,7.80E-09,Hypoxia,PLAUR
Metallothionein.MT1X2,1.78E-102,2.036614668,0.9,0.631,5.55E-98,Metallothionein,MT1X
Metallothionein.MT2A3,3.55E-157,1.836866016,0.993,0.816,1.11E-152,Metallothionein,MT2A
Metallothionein.MT1E2,2.66E-71,1.284440444,0.868,0.69,8.29E-67,Metallothionein,MT1E
Metallothionein.KRT171,1.13E-12,1.121800194,0.438,0.333,3.54E-08,Metallothionein,KRT17
Metallothionein.MMP10,0.000426839,1.10759532,0.126,0.061,1,Metallothionein,MMP10
Metallothionein.IGFBP31,0.000109325,1.09717891,0.379,0.302,1,Metallothionein,IGFBP3
Metallothionein.MT1G,1.48E-19,0.98346821,0.188,0.061,4.62E-15,Metallothionein,MT1G
Metallothionein.SERPINB3,0.000850061,0.930839027,0.119,0.071,1,Metallothionein,SERPINB3
Metallothionein.KRT6A,1.66E-05,0.789935615,0.127,0.072,0.517012153,Metallothionein,KRT6A
Metallothionein.ANGPTL41,1.79E-05,0.679223314,0.317,0.25,0.559436851,Metallothionein,ANGPTL4
Metallothionein.TGFBI,8.28E-06,0.617947812,0.365,0.309,0.258226693,Metallothionein,TGFBI
Metallothionein.MT1F,1.50E-19,0.585814981,0.593,0.429,4.68E-15,Metallothionein,MT1F
Metallothionein.PMEPA11,3.85E-05,0.555871201,0.548,0.509,1,Metallothionein,PMEPA1
Metallothionein.KRT51,6.20E-07,0.549059276,0.168,0.079,0.019356949,Metallothionein,KRT5
Metallothionein.LGALS13,1.00E-06,0.546586963,0.653,0.584,0.03125146,Metallothionein,LGALS1
Metallothionein.MT1M,7.72E-17,0.538961989,0.307,0.16,2.41E-12,Metallothionein,MT1M
Metallothionein.ID11,2.76E-08,0.522796995,0.677,0.615,0.000860773,Metallothionein,ID1
Metallothionein.CTGF,6.84E-05,0.522629966,0.277,0.216,1,Metallothionein,CTGF
Metallothionein.F3,2.55E-11,0.515420584,0.673,0.554,7.97E-07,Metallothionein,F3
Metallothionein.KRT16,0.00283547,0.49412982,0.126,0.093,1,Metallothionein,KRT16
Metallothionein.SLC2A12,0.004221299,0.481025902,0.428,0.395,1,Metallothionein,SLC2A1
Metallothionein.CDA,1.94E-05,0.444145068,0.227,0.172,0.606450207,Metallothionein,CDA
Metallothionein.TPT11,1.57E-17,0.427397485,0.992,0.989,4.89E-13,Metallothionein,TPT1
Metallothionein.FBXO321,0.000663457,0.41590688,0.395,0.321,1,Metallothionein,FBXO32
Metallothionein.JUNB,5.25E-07,0.406415501,0.856,0.831,0.016388397,Metallothionein,JUNB
Metallothionein.STC1,1.38E-05,0.395564622,0.162,0.081,0.43026599,Metallothionein,STC1
Metallothionein.VMO1,7.64E-05,0.392964764,0.109,0.059,1,Metallothionein,VMO1
Metallothionein.TXNIP3,7.52E-07,0.388133179,0.784,0.746,0.023466497,Metallothionein,TXNIP
Metallothionein.IGFBP51,0.001914133,0.381359166,0.313,0.248,1,Metallothionein,IGFBP5
Metallothionein.S100A22,0.001695813,0.370803036,0.563,0.495,1,Metallothionein,S100A2
Metallothionein.IFI272,0.001871491,0.37015826,0.652,0.644,1,Metallothionein,IFI27
Metallothionein.CAV13,0.001193036,0.367196362,0.448,0.392,1,Metallothionein,CAV1
Metallothionein.SAA11,0.002678076,0.363454498,0.218,0.148,1,Metallothionein,SAA1
Metallothionein.CEBPB1,7.58E-06,0.362785876,0.79,0.76,0.236674609,Metallothionein,CEBPB
Metallothionein.EMP31,0.002667249,0.362103624,0.412,0.361,1,Metallothionein,EMP3
Metallothionein.SERPINE1,2.22E-06,0.360466117,0.176,0.1,0.069239534,Metallothionein,SERPINE1
Metallothionein.FOS,3.59E-06,0.357555214,0.864,0.864,0.111909697,Metallothionein,FOS
Metallothionein.IER3,0.000194328,0.355923355,0.684,0.673,1,Metallothionein,IER3
Metallothionein.PGF1,5.68E-05,0.34099236,0.19,0.109,1,Metallothionein,PGF
Metallothionein.RPL10,4.54E-13,0.335489997,1,0.998,1.42E-08,Metallothionein,RPL10
Metallothionein.CLEC2B1,0.007445765,0.328611764,0.322,0.283,1,Metallothionein,CLEC2B
Metallothionein.NDRG11,0.000256921,0.328300561,0.646,0.605,1,Metallothionein,NDRG1
Metallothionein.HCFC1R1,2.50E-08,0.324349623,0.626,0.567,0.000780474,Metallothionein,HCFC1R1
Metallothionein.TNFRSF12A2,0.001292953,0.324283099,0.618,0.601,1,Metallothionein,TNFRSF12A
Metallothionein.PLP23,9.06E-07,0.323459939,0.659,0.619,0.028285626,Metallothionein,PLP2
Metallothionein.FMO2,2.16E-05,0.322692517,0.123,0.06,0.672610723,Metallothionein,FMO2
Metallothionein.EGR1,0.001495011,0.320793211,0.602,0.554,1,Metallothionein,EGR1
Metallothionein.RPS3A,2.08E-14,0.320422613,0.993,0.991,6.49E-10,Metallothionein,RPS3A
Metallothionein.RPL21,9.74E-12,0.318978074,0.981,0.982,3.04E-07,Metallothionein,RPL21
Metallothionein.ERRFI11,1.82E-06,0.314281619,0.802,0.783,0.056792733,Metallothionein,ERRFI1
Metallothionein.CCNI,3.03E-07,0.310988749,0.902,0.883,0.00946759,Metallothionein,CCNI
Metallothionein.ZFP36L21,6.92E-05,0.308163903,0.615,0.565,1,Metallothionein,ZFP36L2
Metallothionein.NUPR12,1.47E-08,0.301159215,0.514,0.407,0.000458468,Metallothionein,NUPR1
Metallothionein.RPL10A,7.33E-11,0.300568064,0.981,0.973,2.29E-06,Metallothionein,RPL10A
Metallothionein.S100A102,0.006816507,0.299863963,0.95,0.938,1,Metallothionein,S100A10
Metallothionein.RPL261,4.33E-12,0.294727756,0.977,0.96,1.35E-07,Metallothionein,RPL26
Metallothionein.MRPS61,0.002277228,0.294473725,0.552,0.524,1,Metallothionein,MRPS6
Metallothionein.EGLN31,0.002011333,0.290541939,0.285,0.247,1,Metallothionein,EGLN3
Metallothionein.RPS24,3.08E-11,0.287620743,0.996,0.992,9.60E-07,Metallothionein,RPS24
Metallothionein.ZFP361,1.05E-05,0.285719129,0.745,0.714,0.326243349,Metallothionein,ZFP36
Metallothionein.RPL14,1.80E-10,0.284239153,0.975,0.959,5.61E-06,Metallothionein,RPL14
Metallothionein.ETS2,2.72E-06,0.278211243,0.581,0.535,0.084827096,Metallothionein,ETS2
Metallothionein.TMSB4X,5.28E-05,0.276915224,0.994,0.994,1,Metallothionein,TMSB4X
Metallothionein.PTHLH,0.000443761,0.274522952,0.106,0.065,1,Metallothionein,PTHLH
Metallothionein.LAMA3,0.000802626,0.274215795,0.219,0.151,1,Metallothionein,LAMA3
Metallothionein.RPL13,9.84E-11,0.26898913,1,0.998,3.07E-06,Metallothionein,RPL13
Metallothionein.IL33,0.001000215,0.26595502,0.123,0.064,1,Metallothionein,IL33
Metallothionein.THBS1,5.38E-05,0.264701062,0.273,0.209,1,Metallothionein,THBS1
Metallothionein.RPL32,7.87E-10,0.261363688,0.996,0.99,2.45E-05,Metallothionein,RPL32
Metallothionein.DUSP12,5.89E-05,0.25869387,0.826,0.806,1,Metallothionein,DUSP1
Metallothionein.RPL34,3.67E-12,0.256702197,0.999,0.994,1.15E-07,Metallothionein,RPL34
Metallothionein.RPL391,3.88E-10,0.256183711,0.996,0.991,1.21E-05,Metallothionein,RPL39
Metallothionein.JUN,2.38E-06,0.254893085,0.9,0.893,0.074112178,Metallothionein,JUN
Metallothionein.NA,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.1,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.2,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.3,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.4,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.5,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.6,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.7,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.8,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.9,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.10,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.11,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.12,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.13,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.14,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.15,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.16,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.17,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.18,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.19,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.20,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.21,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.22,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.23,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.24,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.25,NA,NA,NA,NA,NA,NA,NA
Metallothionein.NA.26,NA,NA,NA,NA,NA,NA,NA
Ribosome.MMP101,0.002660429,0.935684449,0.105,0.059,1,Ribosome,MMP10
Ribosome.RPL262,1.12E-75,0.761159924,0.997,0.957,3.51E-71,Ribosome,RPL26
Ribosome.RPL29,1.44E-92,0.742492224,0.998,0.979,4.51E-88,Ribosome,RPL29
Ribosome.RPL321,2.24E-97,0.738638841,1,0.989,6.99E-93,Ribosome,RPL32
Ribosome.RPL10A1,5.50E-66,0.724970826,0.997,0.971,1.72E-61,Ribosome,RPL10A
Ribosome.RPS182,3.70E-77,0.721271594,1,0.995,1.15E-72,Ribosome,RPS18
Ribosome.RPL211,4.36E-69,0.71204736,0.999,0.98,1.36E-64,Ribosome,RPL21
Ribosome.RACK11,0.000123369,0.695213852,0.458,0.431,1,Ribosome,RACK1
Ribosome.RPS61,1.10E-68,0.691818289,0.998,0.981,3.43E-64,Ribosome,RPS6
Ribosome.RPL12,2.61E-86,0.682413842,1,0.986,8.14E-82,Ribosome,RPL12
Ribosome.RPL141,6.85E-71,0.681739846,0.995,0.956,2.14E-66,Ribosome,RPL14
Ribosome.RPS241,2.12E-76,0.680771487,1,0.992,6.62E-72,Ribosome,RPS24
Ribosome.RPS4X,2.91E-83,0.674368182,0.999,0.99,9.08E-79,Ribosome,RPS4X
Ribosome.RPS32,6.14E-68,0.674315094,0.999,0.987,1.92E-63,Ribosome,RPS3
Ribosome.RPL7A1,1.59E-69,0.662942829,0.997,0.975,4.97E-65,Ribosome,RPL7A
Ribosome.RPL15,2.01E-95,0.661106751,0.999,0.988,6.26E-91,Ribosome,RPL15
Ribosome.RPS15A,1.45E-69,0.65782377,0.999,0.987,4.51E-65,Ribosome,RPS15A
Ribosome.EEF1A1,2.87E-72,0.651108045,1,0.999,8.96E-68,Ribosome,EEF1A1
Ribosome.TPT12,2.06E-40,0.651036517,0.999,0.988,6.43E-36,Ribosome,TPT1
Ribosome.RPS271,4.09E-83,0.648579992,1,0.996,1.28E-78,Ribosome,RPS27
Ribosome.RPL3,2.05E-79,0.646033228,0.998,0.993,6.41E-75,Ribosome,RPL3
Ribosome.RPL131,8.82E-78,0.640523873,1,0.997,2.75E-73,Ribosome,RPL13
Ribosome.RPS3A1,1.32E-79,0.640361124,1,0.99,4.12E-75,Ribosome,RPS3A
Ribosome.RPS13,2.41E-79,0.638390684,0.999,0.983,7.51E-75,Ribosome,RPS13
Ribosome.RPL392,5.21E-82,0.635197785,1,0.99,1.63E-77,Ribosome,RPL39
Ribosome.RPL18A,1.15E-63,0.632135033,0.999,0.984,3.58E-59,Ribosome,RPL18A
Ribosome.RPS231,2.40E-64,0.629932748,0.999,0.986,7.47E-60,Ribosome,RPS23
Ribosome.RPS8,6.92E-106,0.626869816,1,0.991,2.16E-101,Ribosome,RPS8
Ribosome.RPL341,1.88E-80,0.625799205,1,0.994,5.87E-76,Ribosome,RPL34
Ribosome.RPL35A2,3.11E-78,0.617504293,0.999,0.985,9.71E-74,Ribosome,RPL35A
Ribosome.RPS25,1.65E-60,0.613090953,0.998,0.98,5.15E-56,Ribosome,RPS25
Ribosome.RPL23A,6.83E-59,0.61117636,0.998,0.983,2.13E-54,Ribosome,RPL23A
Ribosome.RPL42,2.23E-59,0.610536382,0.988,0.953,6.95E-55,Ribosome,RPL4
Ribosome.RPS4Y11,0.006421779,0.604682407,0.317,0.265,1,Ribosome,RPS4Y1
Ribosome.RPS14,3.26E-75,0.600894735,1,0.992,1.02E-70,Ribosome,RPS14
Ribosome.RPL5,7.98E-54,0.599833446,0.994,0.963,2.49E-49,Ribosome,RPL5
Ribosome.RPL301,1.02E-77,0.599666523,1,0.987,3.19E-73,Ribosome,RPL30
Ribosome.RPS53,2.35E-36,0.597078335,0.994,0.961,7.33E-32,Ribosome,RPS5
Ribosome.RPL13A2,1.99E-30,0.582495031,1,0.986,6.20E-26,Ribosome,RPL13A
Ribosome.RPL101,1.80E-59,0.582331454,1,0.997,5.60E-55,Ribosome,RPL10
Ribosome.RPL73,6.25E-45,0.581131761,0.999,0.981,1.95E-40,Ribosome,RPL7
Ribosome.KRT52,8.26E-11,0.580637768,0.167,0.072,2.58E-06,Ribosome,KRT5
Ribosome.RPL11,2.47E-83,0.577055819,0.999,0.994,7.72E-79,Ribosome,RPL11
Ribosome.RPL23,4.64E-69,0.567347468,0.995,0.97,1.45E-64,Ribosome,RPL23
Ribosome.RPL61,1.31E-59,0.561695711,0.994,0.971,4.09E-55,Ribosome,RPL6
Ribosome.RPL24,4.01E-63,0.551200792,0.997,0.974,1.25E-58,Ribosome,RPL24
Ribosome.RPS12,4.57E-59,0.549795034,1,0.994,1.43E-54,Ribosome,RPS12
Ribosome.EIF3E,5.46E-31,0.548744427,0.939,0.843,1.70E-26,Ribosome,EIF3E
Ribosome.RPLP1,1.92E-50,0.547031014,1,0.998,5.99E-46,Ribosome,RPLP1
Ribosome.RPSA2,2.64E-31,0.546750451,0.989,0.936,8.23E-27,Ribosome,RPSA
Ribosome.POSTN,2.92E-05,0.538997543,0.133,0.087,0.91190495,Ribosome,POSTN
Ribosome.RPL19,8.94E-48,0.537802703,0.999,0.99,2.79E-43,Ribosome,RPL19
Ribosome.RPS72,3.32E-54,0.536632673,0.998,0.981,1.04E-49,Ribosome,RPS7
Ribosome.EEF1B22,5.55E-38,0.536057592,0.959,0.899,1.73E-33,Ribosome,EEF1B2
Ribosome.RPL36A,1.01E-23,0.535805458,0.916,0.847,3.16E-19,Ribosome,RPL36A
Ribosome.RPL182,1.38E-37,0.53427164,0.995,0.97,4.30E-33,Ribosome,RPL18
Ribosome.RPS9,1.75E-52,0.532149209,0.999,0.986,5.45E-48,Ribosome,RPS9
Ribosome.RPL9,3.50E-84,0.531717566,1,0.993,1.09E-79,Ribosome,RPL9
Ribosome.RPL311,1.34E-19,0.524674462,0.973,0.947,4.20E-15,Ribosome,RPL31
Ribosome.RPS27A2,1.48E-48,0.522721938,0.999,0.989,4.63E-44,Ribosome,RPS27A
Ribosome.RPL83,1.84E-67,0.52083188,1,0.995,5.75E-63,Ribosome,RPL8
Ribosome.RPS163,1.66E-40,0.516354224,1,0.992,5.17E-36,Ribosome,RPS16
Ribosome.SLC25A6,7.47E-22,0.507584315,0.934,0.862,2.33E-17,Ribosome,SLC25A6
Ribosome.GNB2L12,6.97E-06,0.502432462,0.538,0.544,0.217535442,Ribosome,GNB2L1
Ribosome.RPL28,8.85E-40,0.49940312,0.999,0.988,2.76E-35,Ribosome,RPL28
Ribosome.RPL411,1.34E-54,0.497312558,1,0.997,4.17E-50,Ribosome,RPL41
Ribosome.RPS102,9.39E-29,0.493992236,0.955,0.881,2.93E-24,Ribosome,RPS10
Ribosome.RPS173,8.70E-12,0.493025709,0.795,0.771,2.72E-07,Ribosome,RPS17
Ribosome.RPS193,3.63E-21,0.48449769,0.999,0.988,1.13E-16,Ribosome,RPS19
Ribosome.RPL361,1.01E-32,0.483810133,0.997,0.981,3.16E-28,Ribosome,RPL36
Ribosome.RPL37A1,3.04E-45,0.481043691,0.999,0.993,9.48E-41,Ribosome,RPL37A
Ribosome.RPL353,1.78E-38,0.475882134,0.993,0.971,5.56E-34,Ribosome,RPL35
Ribosome.RPS281,2.63E-34,0.46295788,0.999,0.985,8.20E-30,Ribosome,RPS28
Ribosome.RPL272,7.11E-30,0.454741615,0.99,0.966,2.22E-25,Ribosome,RPL27
Ribosome.RPS210,1.36E-34,0.454672559,1,0.994,4.26E-30,Ribosome,RPS2
Ribosome.NACA,6.18E-39,0.449665576,0.994,0.967,1.93E-34,Ribosome,NACA
Ribosome.RPL371,2.49E-33,0.449545825,0.999,0.991,7.78E-29,Ribosome,RPL37
Ribosome.RPS111,4.70E-28,0.444178656,0.996,0.973,1.47E-23,Ribosome,RPS11
Ribosome.RPS153,1.26E-28,0.439890094,0.996,0.978,3.92E-24,Ribosome,RPS15
Ribosome.FTL1,2.03E-10,0.433736482,0.999,0.995,6.34E-06,Ribosome,FTL
Ribosome.RPS212,1.89E-30,0.432028579,0.998,0.981,5.90E-26,Ribosome,RPS21
Ribosome.BTF3,3.37E-23,0.425604422,0.978,0.937,1.05E-18,Ribosome,BTF3
Ribosome.EEF2,5.68E-31,0.419440238,0.95,0.907,1.77E-26,Ribosome,EEF2
Ribosome.RPL381,1.06E-24,0.413112758,0.988,0.975,3.30E-20,Ribosome,RPL38
Ribosome.NOP53,4.33E-08,0.409805044,0.348,0.276,0.001351831,Ribosome,NOP53
Ribosome.RPL17,3.46E-13,0.408964636,0.587,0.468,1.08E-08,Ribosome,RPL17
Ribosome.KRT152,0.004179402,0.406895299,0.477,0.458,1,Ribosome,KRT15
Ribosome.SERPINF1,7.07E-06,0.40456913,0.233,0.153,0.220508384,Ribosome,SERPINF1
Ribosome.IL331,3.74E-06,0.40353467,0.12,0.059,0.116661488,Ribosome,IL33
Ribosome.SNHG8,2.55E-17,0.397634205,0.787,0.688,7.95E-13,Ribosome,SNHG8
Ribosome.RPL22,1.68E-40,0.397303431,0.998,0.978,5.25E-36,Ribosome,RPL22
Ribosome.EEF1D,2.22E-22,0.395066347,0.991,0.962,6.92E-18,Ribosome,EEF1D
Ribosome.RPL27A1,1.19E-25,0.39422102,0.995,0.985,3.71E-21,Ribosome,RPL27A
Ribosome.ZFAS11,5.55E-27,0.389193341,0.938,0.861,1.73E-22,Ribosome,ZFAS1
Ribosome.EIF3L,1.79E-25,0.382645657,0.804,0.696,5.58E-21,Ribosome,EIF3L
Ribosome.RPS262,5.67E-06,0.374125426,0.964,0.931,0.176891963,Ribosome,RPS26
Ribosome.COMMD6,4.62E-20,0.370670728,0.877,0.818,1.44E-15,Ribosome,COMMD6
Ribosome.RPLP02,2.41E-20,0.368473499,0.996,0.98,7.51E-16,Ribosome,RPLP0
Ribosome.EIF3H,8.87E-17,0.363270828,0.882,0.801,2.77E-12,Ribosome,EIF3H
Ribosome.RPS203,5.78E-15,0.355717042,0.99,0.969,1.80E-10,Ribosome,RPS20
AT.SFTPC.SFTPC1,1.32E-05,1.634705693,0.461,0.407,0.412178779,AT.SFTPC,SFTPC
AT.SFTPC.PGC2,3.56E-19,1.074318032,0.432,0.251,1.11E-14,AT.SFTPC,PGC
AT.SFTPC.CBR1,3.87E-18,1.029186151,0.629,0.489,1.21E-13,AT.SFTPC,CBR1
AT.SFTPC.AKR1C1,2.75E-08,1.027163812,0.357,0.244,0.000856827,AT.SFTPC,AKR1C1
AT.SFTPC.CRLF11,0.003303819,1.013894249,0.331,0.29,1,AT.SFTPC,CRLF1
AT.SFTPC.AKR1C21,1.65E-10,0.976921041,0.297,0.169,5.14E-06,AT.SFTPC,AKR1C2
AT.SFTPC.ATP5ME,1.59E-29,0.883154974,0.612,0.363,4.97E-25,AT.SFTPC,ATP5ME
AT.SFTPC.HOPX2,6.52E-17,0.820851385,0.809,0.738,2.03E-12,AT.SFTPC,HOPX
